From Node Name,From Node ID,From Node Org Path,To Node Name,To Node ID,To Node Org Path
Row 1 in ZONE-R1-Z1,ROW-R1-Z1-R1,Operational Infrastructure / IT Facility / Floor 1 / Room 1 (Floor 1) / Zone 1 in ROOM-1-1,Rack 6 in ROW-R1-Z1-R1,RACK-R1-Z1-R1-06,Operational Infrastructure / IT Facility / Floor 1 / Room 1 (Floor 1) / Zone 1 in ROOM-1-1 / Row 1 in ZONE-R1-Z1
Zone 1 in ROOM-1-1,ZONE-R1-Z1,Operational Infrastructure / IT Facility / Floor 1 / Room 1 (Floor 1),Row 2 in ZONE-R1-Z1,ROW-R1-Z1-R2,Operational Infrastructure / IT Facility / Floor 1 / Room 1 (Floor 1) / Zone 1 in ROOM-1-1
Row 2 in ZONE-R1-Z1,ROW-R1-Z1-R2,Operational Infrastructure / IT Facility / Floor 1 / Room 1 (Floor 1) / Zone 1 in ROOM-1-1,Rack 1 in ROW-R1-Z1-R2,RACK-R1-Z1-R2-01,Operational Infrastructure / IT Facility / Floor 1 / Room 1 (Floor 1) / Zone 1 in ROOM-1-1 / Row 2 in ZONE-R1-Z1
Row 2 in ZONE-R1-Z1,ROW-R1-Z1-R2,Operational Infrastructure / IT Facility / Floor 1 / Room 1 (Floor 1) / Zone 1 in ROOM-1-1,Rack 2 in ROW-R1-Z1-R2,RACK-R1-Z1-R2-02,Operational Infrastructure / IT Facility / Floor 1 / Room 1 (Floor 1) / Zone 1 in ROOM-1-1 / Row 2 in ZONE-R1-Z1
Row 2 in ZONE-R1-Z1,ROW-R1-Z1-R2,Operational Infrastructure / IT Facility / Floor 1 / Room 1 (Floor 1) / Zone 1 in ROOM-1-1,Rack 3 in ROW-R1-Z1-R2,RACK-R1-Z1-R2-03,Operational Infrastructure / IT Facility / Floor 1 / Room 1 (Floor 1) / Zone 1 in ROOM-1-1 / Row 2 in ZONE-R1-Z1
Row 2 in ZONE-R1-Z1,ROW-R1-Z1-R2,Operational Infrastructure / IT Facility / Floor 1 / Room 1 (Floor 1) / Zone 1 in ROOM-1-1,Rack 4 in ROW-R1-Z1-R2,RACK-R1-Z1-R2-04,Operational Infrastructure / IT Facility / Floor 1 / Room 1 (Floor 1) / Zone 1 in ROOM-1-1 / Row 2 in ZONE-R1-Z1
Row 2 in ZONE-R1-Z1,ROW-R1-Z1-R2,Operational Infrastructure / IT Facility / Floor 1 / Room 1 (Floor 1) / Zone 1 in ROOM-1-1,Rack 5 in ROW-R1-Z1-R2,RACK-R1-Z1-R2-05,Operational Infrastructure / IT Facility / Floor 1 / Room 1 (Floor 1) / Zone 1 in ROOM-1-1 / Row 2 in ZONE-R1-Z1
Row 2 in ZONE-R1-Z1,ROW-R1-Z1-R2,Operational Infrastructure / IT Facility / Floor 1 / Room 1 (Floor 1) / Zone 1 in ROOM-1-1,Rack 6 in ROW-R1-Z1-R2,RACK-R1-Z1-R2-06,Operational Infrastructure / IT Facility / Floor 1 / Room 1 (Floor 1) / Zone 1 in ROOM-1-1 / Row 2 in ZONE-R1-Z1
Room 1 (Floor 1),ROOM-1-1,Operational Infrastructure / IT Facility / Floor 1,Zone 2 in ROOM-1-1,ZONE-R1-Z2,Operational Infrastructure / IT Facility / Floor 1 / Room 1 (Floor 1)
Zone 2 in ROOM-1-1,ZONE-R1-Z2,Operational Infrastructure / IT Facility / Floor 1 / Room 1 (Floor 1),Row 1 in ZONE-R1-Z2,ROW-R1-Z2-R1,Operational Infrastructure / IT Facility / Floor 1 / Room 1 (Floor 1) / Zone 2 in ROOM-1-1
Row 1 in ZONE-R1-Z2,ROW-R1-Z2-R1,Operational Infrastructure / IT Facility / Floor 1 / Room 1 (Floor 1) / Zone 2 in ROOM-1-1,Rack 1 in ROW-R1-Z2-R1,RACK-R1-Z2-R1-01,Operational Infrastructure / IT Facility / Floor 1 / Room 1 (Floor 1) / Zone 2 in ROOM-1-1 / Row 1 in ZONE-R1-Z2
Row 1 in ZONE-R1-Z2,ROW-R1-Z2-R1,Operational Infrastructure / IT Facility / Floor 1 / Room 1 (Floor 1) / Zone 2 in ROOM-1-1,Rack 2 in ROW-R1-Z2-R1,RACK-R1-Z2-R1-02,Operational Infrastructure / IT Facility / Floor 1 / Room 1 (Floor 1) / Zone 2 in ROOM-1-1 / Row 1 in ZONE-R1-Z2
Row 1 in ZONE-R1-Z2,ROW-R1-Z2-R1,Operational Infrastructure / IT Facility / Floor 1 / Room 1 (Floor 1) / Zone 2 in ROOM-1-1,Rack 3 in ROW-R1-Z2-R1,RACK-R1-Z2-R1-03,Operational Infrastructure / IT Facility / Floor 1 / Room 1 (Floor 1) / Zone 2 in ROOM-1-1 / Row 1 in ZONE-R1-Z2
Row 1 in ZONE-R1-Z2,ROW-R1-Z2-R1,Operational Infrastructure / IT Facility / Floor 1 / Room 1 (Floor 1) / Zone 2 in ROOM-1-1,Rack 4 in ROW-R1-Z2-R1,RACK-R1-Z2-R1-04,Operational Infrastructure / IT Facility / Floor 1 / Room 1 (Floor 1) / Zone 2 in ROOM-1-1 / Row 1 in ZONE-R1-Z2
Row 1 in ZONE-R1-Z2,ROW-R1-Z2-R1,Operational Infrastructure / IT Facility / Floor 1 / Room 1 (Floor 1) / Zone 2 in ROOM-1-1,Rack 5 in ROW-R1-Z2-R1,RACK-R1-Z2-R1-05,Operational Infrastructure / IT Facility / Floor 1 / Room 1 (Floor 1) / Zone 2 in ROOM-1-1 / Row 1 in ZONE-R1-Z2
Row 1 in ZONE-R1-Z2,ROW-R1-Z2-R1,Operational Infrastructure / IT Facility / Floor 1 / Room 1 (Floor 1) / Zone 2 in ROOM-1-1,Rack 6 in ROW-R1-Z2-R1,RACK-R1-Z2-R1-06,Operational Infrastructure / IT Facility / Floor 1 / Room 1 (Floor 1) / Zone 2 in ROOM-1-1 / Row 1 in ZONE-R1-Z2
Zone 2 in ROOM-1-1,ZONE-R1-Z2,Operational Infrastructure / IT Facility / Floor 1 / Room 1 (Floor 1),Row 2 in ZONE-R1-Z2,ROW-R1-Z2-R2,Operational Infrastructure / IT Facility / Floor 1 / Room 1 (Floor 1) / Zone 2 in ROOM-1-1
Row 2 in ZONE-R1-Z2,ROW-R1-Z2-R2,Operational Infrastructure / IT Facility / Floor 1 / Room 1 (Floor 1) / Zone 2 in ROOM-1-1,Rack 1 in ROW-R1-Z2-R2,RACK-R1-Z2-R2-01,Operational Infrastructure / IT Facility / Floor 1 / Room 1 (Floor 1) / Zone 2 in ROOM-1-1 / Row 2 in ZONE-R1-Z2
Row 2 in ZONE-R1-Z2,ROW-R1-Z2-R2,Operational Infrastructure / IT Facility / Floor 1 / Room 1 (Floor 1) / Zone 2 in ROOM-1-1,Rack 2 in ROW-R1-Z2-R2,RACK-R1-Z2-R2-02,Operational Infrastructure / IT Facility / Floor 1 / Room 1 (Floor 1) / Zone 2 in ROOM-1-1 / Row 2 in ZONE-R1-Z2
Row 2 in ZONE-R1-Z2,ROW-R1-Z2-R2,Operational Infrastructure / IT Facility / Floor 1 / Room 1 (Floor 1) / Zone 2 in ROOM-1-1,Rack 3 in ROW-R1-Z2-R2,RACK-R1-Z2-R2-03,Operational Infrastructure / IT Facility / Floor 1 / Room 1 (Floor 1) / Zone 2 in ROOM-1-1 / Row 2 in ZONE-R1-Z2
Row 2 in ZONE-R1-Z2,ROW-R1-Z2-R2,Operational Infrastructure / IT Facility / Floor 1 / Room 1 (Floor 1) / Zone 2 in ROOM-1-1,Rack 4 in ROW-R1-Z2-R2,RACK-R1-Z2-R2-04,Operational Infrastructure / IT Facility / Floor 1 / Room 1 (Floor 1) / Zone 2 in ROOM-1-1 / Row 2 in ZONE-R1-Z2
Row 2 in ZONE-R1-Z2,ROW-R1-Z2-R2,Operational Infrastructure / IT Facility / Floor 1 / Room 1 (Floor 1) / Zone 2 in ROOM-1-1,Rack 5 in ROW-R1-Z2-R2,RACK-R1-Z2-R2-05,Operational Infrastructure / IT Facility / Floor 1 / Room 1 (Floor 1) / Zone 2 in ROOM-1-1 / Row 2 in ZONE-R1-Z2
Row 2 in ZONE-R1-Z2,ROW-R1-Z2-R2,Operational Infrastructure / IT Facility / Floor 1 / Room 1 (Floor 1) / Zone 2 in ROOM-1-1,Rack 6 in ROW-R1-Z2-R2,RACK-R1-Z2-R2-06,Operational Infrastructure / IT Facility / Floor 1 / Room 1 (Floor 1) / Zone 2 in ROOM-1-1 / Row 2 in ZONE-R1-Z2
Room 2 (Floor 1),ROOM-1-2,Operational Infrastructure / IT Facility / Floor 1,Zone 1 in ROOM-1-2,ZONE-R2-Z1,Operational Infrastructure / IT Facility / Floor 1 / Room 2 (Floor 1)
Zone 1 in ROOM-1-2,ZONE-R2-Z1,Operational Infrastructure / IT Facility / Floor 1 / Room 2 (Floor 1),Row 1 in ZONE-R2-Z1,ROW-R2-Z1-R1,Operational Infrastructure / IT Facility / Floor 1 / Room 2 (Floor 1) / Zone 1 in ROOM-1-2
Row 1 in ZONE-R2-Z1,ROW-R2-Z1-R1,Operational Infrastructure / IT Facility / Floor 1 / Room 2 (Floor 1) / Zone 1 in ROOM-1-2,Rack 1 in ROW-R2-Z1-R1,RACK-R2-Z1-R1-01,Operational Infrastructure / IT Facility / Floor 1 / Room 2 (Floor 1) / Zone 1 in ROOM-1-2 / Row 1 in ZONE-R2-Z1
Row 1 in ZONE-R2-Z1,ROW-R2-Z1-R1,Operational Infrastructure / IT Facility / Floor 1 / Room 2 (Floor 1) / Zone 1 in ROOM-1-2,Rack 2 in ROW-R2-Z1-R1,RACK-R2-Z1-R1-02,Operational Infrastructure / IT Facility / Floor 1 / Room 2 (Floor 1) / Zone 1 in ROOM-1-2 / Row 1 in ZONE-R2-Z1
Row 1 in ZONE-R2-Z1,ROW-R2-Z1-R1,Operational Infrastructure / IT Facility / Floor 1 / Room 2 (Floor 1) / Zone 1 in ROOM-1-2,Rack 3 in ROW-R2-Z1-R1,RACK-R2-Z1-R1-03,Operational Infrastructure / IT Facility / Floor 1 / Room 2 (Floor 1) / Zone 1 in ROOM-1-2 / Row 1 in ZONE-R2-Z1
Row 1 in ZONE-R2-Z1,ROW-R2-Z1-R1,Operational Infrastructure / IT Facility / Floor 1 / Room 2 (Floor 1) / Zone 1 in ROOM-1-2,Rack 4 in ROW-R2-Z1-R1,RACK-R2-Z1-R1-04,Operational Infrastructure / IT Facility / Floor 1 / Room 2 (Floor 1) / Zone 1 in ROOM-1-2 / Row 1 in ZONE-R2-Z1
Row 1 in ZONE-R2-Z1,ROW-R2-Z1-R1,Operational Infrastructure / IT Facility / Floor 1 / Room 2 (Floor 1) / Zone 1 in ROOM-1-2,Rack 5 in ROW-R2-Z1-R1,RACK-R2-Z1-R1-05,Operational Infrastructure / IT Facility / Floor 1 / Room 2 (Floor 1) / Zone 1 in ROOM-1-2 / Row 1 in ZONE-R2-Z1
Row 1 in ZONE-R2-Z1,ROW-R2-Z1-R1,Operational Infrastructure / IT Facility / Floor 1 / Room 2 (Floor 1) / Zone 1 in ROOM-1-2,Rack 6 in ROW-R2-Z1-R1,RACK-R2-Z1-R1-06,Operational Infrastructure / IT Facility / Floor 1 / Room 2 (Floor 1) / Zone 1 in ROOM-1-2 / Row 1 in ZONE-R2-Z1
Zone 1 in ROOM-1-2,ZONE-R2-Z1,Operational Infrastructure / IT Facility / Floor 1 / Room 2 (Floor 1),Row 2 in ZONE-R2-Z1,ROW-R2-Z1-R2,Operational Infrastructure / IT Facility / Floor 1 / Room 2 (Floor 1) / Zone 1 in ROOM-1-2
Row 2 in ZONE-R2-Z1,ROW-R2-Z1-R2,Operational Infrastructure / IT Facility / Floor 1 / Room 2 (Floor 1) / Zone 1 in ROOM-1-2,Rack 1 in ROW-R2-Z1-R2,RACK-R2-Z1-R2-01,Operational Infrastructure / IT Facility / Floor 1 / Room 2 (Floor 1) / Zone 1 in ROOM-1-2 / Row 2 in ZONE-R2-Z1
Row 2 in ZONE-R2-Z1,ROW-R2-Z1-R2,Operational Infrastructure / IT Facility / Floor 1 / Room 2 (Floor 1) / Zone 1 in ROOM-1-2,Rack 2 in ROW-R2-Z1-R2,RACK-R2-Z1-R2-02,Operational Infrastructure / IT Facility / Floor 1 / Room 2 (Floor 1) / Zone 1 in ROOM-1-2 / Row 2 in ZONE-R2-Z1
Row 2 in ZONE-R2-Z1,ROW-R2-Z1-R2,Operational Infrastructure / IT Facility / Floor 1 / Room 2 (Floor 1) / Zone 1 in ROOM-1-2,Rack 3 in ROW-R2-Z1-R2,RACK-R2-Z1-R2-03,Operational Infrastructure / IT Facility / Floor 1 / Room 2 (Floor 1) / Zone 1 in ROOM-1-2 / Row 2 in ZONE-R2-Z1
Row 2 in ZONE-R2-Z1,ROW-R2-Z1-R2,Operational Infrastructure / IT Facility / Floor 1 / Room 2 (Floor 1) / Zone 1 in ROOM-1-2,Rack 4 in ROW-R2-Z1-R2,RACK-R2-Z1-R2-04,Operational Infrastructure / IT Facility / Floor 1 / Room 2 (Floor 1) / Zone 1 in ROOM-1-2 / Row 2 in ZONE-R2-Z1
Row 2 in ZONE-R2-Z1,ROW-R2-Z1-R2,Operational Infrastructure / IT Facility / Floor 1 / Room 2 (Floor 1) / Zone 1 in ROOM-1-2,Rack 5 in ROW-R2-Z1-R2,RACK-R2-Z1-R2-05,Operational Infrastructure / IT Facility / Floor 1 / Room 2 (Floor 1) / Zone 1 in ROOM-1-2 / Row 2 in ZONE-R2-Z1
Row 2 in ZONE-R2-Z1,ROW-R2-Z1-R2,Operational Infrastructure / IT Facility / Floor 1 / Room 2 (Floor 1) / Zone 1 in ROOM-1-2,Rack 6 in ROW-R2-Z1-R2,RACK-R2-Z1-R2-06,Operational Infrastructure / IT Facility / Floor 1 / Room 2 (Floor 1) / Zone 1 in ROOM-1-2 / Row 2 in ZONE-R2-Z1
Room 2 (Floor 1),ROOM-1-2,Operational Infrastructure / IT Facility / Floor 1,Zone 2 in ROOM-1-2,ZONE-R2-Z2,Operational Infrastructure / IT Facility / Floor 1 / Room 2 (Floor 1)
Zone 2 in ROOM-1-2,ZONE-R2-Z2,Operational Infrastructure / IT Facility / Floor 1 / Room 2 (Floor 1),Row 1 in ZONE-R2-Z2,ROW-R2-Z2-R1,Operational Infrastructure / IT Facility / Floor 1 / Room 2 (Floor 1) / Zone 2 in ROOM-1-2
Row 1 in ZONE-R2-Z2,ROW-R2-Z2-R1,Operational Infrastructure / IT Facility / Floor 1 / Room 2 (Floor 1) / Zone 2 in ROOM-1-2,Rack 1 in ROW-R2-Z2-R1,RACK-R2-Z2-R1-01,Operational Infrastructure / IT Facility / Floor 1 / Room 2 (Floor 1) / Zone 2 in ROOM-1-2 / Row 1 in ZONE-R2-Z2
Row 1 in ZONE-R2-Z2,ROW-R2-Z2-R1,Operational Infrastructure / IT Facility / Floor 1 / Room 2 (Floor 1) / Zone 2 in ROOM-1-2,Rack 2 in ROW-R2-Z2-R1,RACK-R2-Z2-R1-02,Operational Infrastructure / IT Facility / Floor 1 / Room 2 (Floor 1) / Zone 2 in ROOM-1-2 / Row 1 in ZONE-R2-Z2
Row 1 in ZONE-R2-Z2,ROW-R2-Z2-R1,Operational Infrastructure / IT Facility / Floor 1 / Room 2 (Floor 1) / Zone 2 in ROOM-1-2,Rack 3 in ROW-R2-Z2-R1,RACK-R2-Z2-R1-03,Operational Infrastructure / IT Facility / Floor 1 / Room 2 (Floor 1) / Zone 2 in ROOM-1-2 / Row 1 in ZONE-R2-Z2
Row 1 in ZONE-R2-Z2,ROW-R2-Z2-R1,Operational Infrastructure / IT Facility / Floor 1 / Room 2 (Floor 1) / Zone 2 in ROOM-1-2,Rack 4 in ROW-R2-Z2-R1,RACK-R2-Z2-R1-04,Operational Infrastructure / IT Facility / Floor 1 / Room 2 (Floor 1) / Zone 2 in ROOM-1-2 / Row 1 in ZONE-R2-Z2
Row 1 in ZONE-R2-Z2,ROW-R2-Z2-R1,Operational Infrastructure / IT Facility / Floor 1 / Room 2 (Floor 1) / Zone 2 in ROOM-1-2,Rack 5 in ROW-R2-Z2-R1,RACK-R2-Z2-R1-05,Operational Infrastructure / IT Facility / Floor 1 / Room 2 (Floor 1) / Zone 2 in ROOM-1-2 / Row 1 in ZONE-R2-Z2
Row 1 in ZONE-R2-Z2,ROW-R2-Z2-R1,Operational Infrastructure / IT Facility / Floor 1 / Room 2 (Floor 1) / Zone 2 in ROOM-1-2,Rack 6 in ROW-R2-Z2-R1,RACK-R2-Z2-R1-06,Operational Infrastructure / IT Facility / Floor 1 / Room 2 (Floor 1) / Zone 2 in ROOM-1-2 / Row 1 in ZONE-R2-Z2
Zone 2 in ROOM-1-2,ZONE-R2-Z2,Operational Infrastructure / IT Facility / Floor 1 / Room 2 (Floor 1),Row 2 in ZONE-R2-Z2,ROW-R2-Z2-R2,Operational Infrastructure / IT Facility / Floor 1 / Room 2 (Floor 1) / Zone 2 in ROOM-1-2
Row 2 in ZONE-R2-Z2,ROW-R2-Z2-R2,Operational Infrastructure / IT Facility / Floor 1 / Room 2 (Floor 1) / Zone 2 in ROOM-1-2,Rack 1 in ROW-R2-Z2-R2,RACK-R2-Z2-R2-01,Operational Infrastructure / IT Facility / Floor 1 / Room 2 (Floor 1) / Zone 2 in ROOM-1-2 / Row 2 in ZONE-R2-Z2
Row 2 in ZONE-R2-Z2,ROW-R2-Z2-R2,Operational Infrastructure / IT Facility / Floor 1 / Room 2 (Floor 1) / Zone 2 in ROOM-1-2,Rack 2 in ROW-R2-Z2-R2,RACK-R2-Z2-R2-02,Operational Infrastructure / IT Facility / Floor 1 / Room 2 (Floor 1) / Zone 2 in ROOM-1-2 / Row 2 in ZONE-R2-Z2
Row 2 in ZONE-R2-Z2,ROW-R2-Z2-R2,Operational Infrastructure / IT Facility / Floor 1 / Room 2 (Floor 1) / Zone 2 in ROOM-1-2,Rack 3 in ROW-R2-Z2-R2,RACK-R2-Z2-R2-03,Operational Infrastructure / IT Facility / Floor 1 / Room 2 (Floor 1) / Zone 2 in ROOM-1-2 / Row 2 in ZONE-R2-Z2
Row 2 in ZONE-R2-Z2,ROW-R2-Z2-R2,Operational Infrastructure / IT Facility / Floor 1 / Room 2 (Floor 1) / Zone 2 in ROOM-1-2,Rack 4 in ROW-R2-Z2-R2,RACK-R2-Z2-R2-04,Operational Infrastructure / IT Facility / Floor 1 / Room 2 (Floor 1) / Zone 2 in ROOM-1-2 / Row 2 in ZONE-R2-Z2
Row 2 in ZONE-R2-Z2,ROW-R2-Z2-R2,Operational Infrastructure / IT Facility / Floor 1 / Room 2 (Floor 1) / Zone 2 in ROOM-1-2,Rack 5 in ROW-R2-Z2-R2,RACK-R2-Z2-R2-05,Operational Infrastructure / IT Facility / Floor 1 / Room 2 (Floor 1) / Zone 2 in ROOM-1-2 / Row 2 in ZONE-R2-Z2
Row 2 in ZONE-R2-Z2,ROW-R2-Z2-R2,Operational Infrastructure / IT Facility / Floor 1 / Room 2 (Floor 1) / Zone 2 in ROOM-1-2,Rack 6 in ROW-R2-Z2-R2,RACK-R2-Z2-R2-06,Operational Infrastructure / IT Facility / Floor 1 / Room 2 (Floor 1) / Zone 2 in ROOM-1-2 / Row 2 in ZONE-R2-Z2
Rack 1 in ROW-R1-Z1-R1,RACK-R1-Z1-R1-01,Operational Infrastructure / IT Facility / Floor 1 / Room 1 (Floor 1) / Zone 1 in ROOM-1-1 / Row 1 in ZONE-R1-Z1,Top-of-Rack Switch for RACK-R1-Z1-R1-01,ND-R1-Z1-R1-01,Operational Infrastructure / IT Facility / Floor 1 / Room 1 (Floor 1) / Zone 1 in ROOM-1-1 / Row 1 in ZONE-R1-Z1 / Rack 1 in ROW-R1-Z1-R1
Rack 1 in ROW-R1-Z1-R1,RACK-R1-Z1-R1-01,Operational Infrastructure / IT Facility / Floor 1 / Room 1 (Floor 1) / Zone 1 in ROOM-1-1 / Row 1 in ZONE-R1-Z1,Storage in RACK-R1-Z1-R1-01,STOR-R1-Z1-R1-01,Operational Infrastructure / IT Facility / Floor 1 / Room 1 (Floor 1) / Zone 1 in ROOM-1-1 / Row 1 in ZONE-R1-Z1 / Rack 1 in ROW-R1-Z1-R1
Rack 1 in ROW-R1-Z1-R1,RACK-R1-Z1-R1-01,Operational Infrastructure / IT Facility / Floor 1 / Room 1 (Floor 1) / Zone 1 in ROOM-1-1 / Row 1 in ZONE-R1-Z1,Server 1 in RACK-R1-Z1-R1-01,SRV-R1-Z1-R1-01-001,Operational Infrastructure / IT Facility / Floor 1 / Room 1 (Floor 1) / Zone 1 in ROOM-1-1 / Row 1 in ZONE-R1-Z1 / Rack 1 in ROW-R1-Z1-R1
Rack 1 in ROW-R1-Z1-R1,RACK-R1-Z1-R1-01,Operational Infrastructure / IT Facility / Floor 1 / Room 1 (Floor 1) / Zone 1 in ROOM-1-1 / Row 1 in ZONE-R1-Z1,Server 2 in RACK-R1-Z1-R1-01,SRV-R1-Z1-R1-01-002,Operational Infrastructure / IT Facility / Floor 1 / Room 1 (Floor 1) / Zone 1 in ROOM-1-1 / Row 1 in ZONE-R1-Z1 / Rack 1 in ROW-R1-Z1-R1
Rack 1 in ROW-R1-Z1-R1,RACK-R1-Z1-R1-01,Operational Infrastructure / IT Facility / Floor 1 / Room 1 (Floor 1) / Zone 1 in ROOM-1-1 / Row 1 in ZONE-R1-Z1,Server 3 in RACK-R1-Z1-R1-01,SRV-R1-Z1-R1-01-003,Operational Infrastructure / IT Facility / Floor 1 / Room 1 (Floor 1) / Zone 1 in ROOM-1-1 / Row 1 in ZONE-R1-Z1 / Rack 1 in ROW-R1-Z1-R1
Rack 1 in ROW-R1-Z1-R1,RACK-R1-Z1-R1-01,Operational Infrastructure / IT Facility / Floor 1 / Room 1 (Floor 1) / Zone 1 in ROOM-1-1 / Row 1 in ZONE-R1-Z1,Server 4 in RACK-R1-Z1-R1-01,SRV-R1-Z1-R1-01-004,Operational Infrastructure / IT Facility / Floor 1 / Room 1 (Floor 1) / Zone 1 in ROOM-1-1 / Row 1 in ZONE-R1-Z1 / Rack 1 in ROW-R1-Z1-R1
Rack 1 in ROW-R1-Z1-R1,RACK-R1-Z1-R1-01,Operational Infrastructure / IT Facility / Floor 1 / Room 1 (Floor 1) / Zone 1 in ROOM-1-1 / Row 1 in ZONE-R1-Z1,Server 5 in RACK-R1-Z1-R1-01,SRV-R1-Z1-R1-01-005,Operational Infrastructure / IT Facility / Floor 1 / Room 1 (Floor 1) / Zone 1 in ROOM-1-1 / Row 1 in ZONE-R1-Z1 / Rack 1 in ROW-R1-Z1-R1
Rack 1 in ROW-R1-Z1-R1,RACK-R1-Z1-R1-01,Operational Infrastructure / IT Facility / Floor 1 / Room 1 (Floor 1) / Zone 1 in ROOM-1-1 / Row 1 in ZONE-R1-Z1,Server 6 in RACK-R1-Z1-R1-01,SRV-R1-Z1-R1-01-006,Operational Infrastructure / IT Facility / Floor 1 / Room 1 (Floor 1) / Zone 1 in ROOM-1-1 / Row 1 in ZONE-R1-Z1 / Rack 1 in ROW-R1-Z1-R1
Rack 1 in ROW-R1-Z1-R1,RACK-R1-Z1-R1-01,Operational Infrastructure / IT Facility / Floor 1 / Room 1 (Floor 1) / Zone 1 in ROOM-1-1 / Row 1 in ZONE-R1-Z1,Server 7 in RACK-R1-Z1-R1-01,SRV-R1-Z1-R1-01-007,Operational Infrastructure / IT Facility / Floor 1 / Room 1 (Floor 1) / Zone 1 in ROOM-1-1 / Row 1 in ZONE-R1-Z1 / Rack 1 in ROW-R1-Z1-R1
Rack 1 in ROW-R1-Z1-R1,RACK-R1-Z1-R1-01,Operational Infrastructure / IT Facility / Floor 1 / Room 1 (Floor 1) / Zone 1 in ROOM-1-1 / Row 1 in ZONE-R1-Z1,Server 8 in RACK-R1-Z1-R1-01,SRV-R1-Z1-R1-01-008,Operational Infrastructure / IT Facility / Floor 1 / Room 1 (Floor 1) / Zone 1 in ROOM-1-1 / Row 1 in ZONE-R1-Z1 / Rack 1 in ROW-R1-Z1-R1
Rack 1 in ROW-R1-Z1-R1,RACK-R1-Z1-R1-01,Operational Infrastructure / IT Facility / Floor 1 / Room 1 (Floor 1) / Zone 1 in ROOM-1-1 / Row 1 in ZONE-R1-Z1,Server 9 in RACK-R1-Z1-R1-01,SRV-R1-Z1-R1-01-009,Operational Infrastructure / IT Facility / Floor 1 / Room 1 (Floor 1) / Zone 1 in ROOM-1-1 / Row 1 in ZONE-R1-Z1 / Rack 1 in ROW-R1-Z1-R1
