Node ID,Node Name,Node Role,Org Path,Node Type
RACK-R1-Z2-R1-05,RACK-R1-Z2-R1-05,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 01 / Capacity Cell R1R2,Rack
RACK-R1-Z2-R1-06,RACK-R1-Z2-R1-06,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 01 / Capacity Cell R1R2,Rack
RACK-R1-Z2-R2-01,RACK-R1-Z2-R2-01,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 01 / Capacity Cell R1R2,Rack
RACK-R1-Z2-R2-02,RACK-R1-Z2-R2-02,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 01 / Capacity Cell R1R2,Rack
RACK-R1-Z2-R2-03,RACK-R1-Z2-R2-03,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 01 / Capacity Cell R1R2,Rack
RACK-R1-Z2-R2-04,RACK-R1-Z2-R2-04,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 01 / Capacity Cell R1R2,Rack
RACK-R1-Z2-R2-05,RACK-R1-Z2-R2-05,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 01 / Capacity Cell R1R2,Rack
RACK-R1-Z2-R2-06,RACK-R1-Z2-R2-06,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 01 / Capacity Cell R1R2,Rack
RACK-R2-Z1-R1-01,RACK-R2-Z1-R1-01,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 01 / Capacity Cell R1R2,Rack
RACK-R2-Z1-R1-02,RACK-R2-Z1-R1-02,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 01 / Capacity Cell R1R2,Rack
RACK-R2-Z1-R1-03,RACK-R2-Z1-R1-03,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 01 / Capacity Cell R1R2,Rack
RACK-R2-Z1-R1-04,RACK-R2-Z1-R1-04,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 01 / Capacity Cell R1R2,Rack
RACK-R2-Z1-R1-05,RACK-R2-Z1-R1-05,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 01 / Capacity Cell R1R2,Rack
RACK-R2-Z1-R1-06,RACK-R2-Z1-R1-06,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 01 / Capacity Cell R1R2,Rack
RACK-R2-Z1-R2-01,RACK-R2-Z1-R2-01,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 01 / Capacity Cell R1R2,Rack
RACK-R2-Z1-R2-02,RACK-R2-Z1-R2-02,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 01 / Capacity Cell R1R2,Rack
RACK-R2-Z1-R2-03,RACK-R2-Z1-R2-03,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 01 / Capacity Cell R1R2,Rack
RACK-R2-Z1-R2-04,RACK-R2-Z1-R2-04,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 01 / Capacity Cell R1R2,Rack
RACK-R2-Z1-R2-05,RACK-R2-Z1-R2-05,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 01 / Capacity Cell R1R2,Rack
RACK-R2-Z1-R2-06,RACK-R2-Z1-R2-06,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 01 / Capacity Cell R1R2,Rack
RACK-R2-Z2-R1-01,RACK-R2-Z2-R1-01,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 01 / Capacity Cell R1R2,Rack
RACK-R2-Z2-R1-02,RACK-R2-Z2-R1-02,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 01 / Capacity Cell R1R2,Rack
RACK-R2-Z2-R1-03,RACK-R2-Z2-R1-03,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 01 / Capacity Cell R1R2,Rack
RACK-R2-Z2-R1-04,RACK-R2-Z2-R1-04,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 01 / Capacity Cell R1R2,Rack
RACK-R2-Z2-R1-05,RACK-R2-Z2-R1-05,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 01 / Capacity Cell R1R2,Rack
RACK-R2-Z2-R1-06,RACK-R2-Z2-R1-06,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 01 / Capacity Cell R1R2,Rack
RACK-R2-Z2-R2-01,RACK-R2-Z2-R2-01,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 01 / Capacity Cell R1R2,Rack
RACK-R2-Z2-R2-02,RACK-R2-Z2-R2-02,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 01 / Capacity Cell R1R2,Rack
RACK-R2-Z2-R2-03,RACK-R2-Z2-R2-03,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 01 / Capacity Cell R1R2,Rack
RACK-R2-Z2-R2-04,RACK-R2-Z2-R2-04,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 01 / Capacity Cell R1R2,Rack
RACK-R2-Z2-R2-05,RACK-R2-Z2-R2-05,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 01 / Capacity Cell R1R2,Rack
RACK-R2-Z2-R2-06,RACK-R2-Z2-R2-06,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 01 / Capacity Cell R1R2,Rack
RACK-R3-Z1W-R1-01,RACK-R3-Z1W-R1-01,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z1W-R1-02,RACK-R3-Z1W-R1-02,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z1W-R1-03,RACK-R3-Z1W-R1-03,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z1W-R1-04,RACK-R3-Z1W-R1-04,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z1W-R1-05,RACK-R3-Z1W-R1-05,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z1W-R1-06,RACK-R3-Z1W-R1-06,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z1W-R1-07,RACK-R3-Z1W-R1-07,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z1W-R1-08,RACK-R3-Z1W-R1-08,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z1W-R1-09,RACK-R3-Z1W-R1-09,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z1W-R1-10,RACK-R3-Z1W-R1-10,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z1W-R1-11,RACK-R3-Z1W-R1-11,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z1W-R1-12,RACK-R3-Z1W-R1-12,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z1W-R2-01,RACK-R3-Z1W-R2-01,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z1W-R2-02,RACK-R3-Z1W-R2-02,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z1W-R2-03,RACK-R3-Z1W-R2-03,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z1W-R2-04,RACK-R3-Z1W-R2-04,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z1W-R2-05,RACK-R3-Z1W-R2-05,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z1W-R2-06,RACK-R3-Z1W-R2-06,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z1W-R2-07,RACK-R3-Z1W-R2-07,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z1W-R2-08,RACK-R3-Z1W-R2-08,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z1W-R2-09,RACK-R3-Z1W-R2-09,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z1W-R2-10,RACK-R3-Z1W-R2-10,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z1W-R2-11,RACK-R3-Z1W-R2-11,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z1W-R2-12,RACK-R3-Z1W-R2-12,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z2W-R1-01,RACK-R3-Z2W-R1-01,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z2W-R1-02,RACK-R3-Z2W-R1-02,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z2W-R1-03,RACK-R3-Z2W-R1-03,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z2W-R1-04,RACK-R3-Z2W-R1-04,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z2W-R1-05,RACK-R3-Z2W-R1-05,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z2W-R1-06,RACK-R3-Z2W-R1-06,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z2W-R1-07,RACK-R3-Z2W-R1-07,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z2W-R1-08,RACK-R3-Z2W-R1-08,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z2W-R1-09,RACK-R3-Z2W-R1-09,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z2W-R1-10,RACK-R3-Z2W-R1-10,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z2W-R1-11,RACK-R3-Z2W-R1-11,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z2W-R1-12,RACK-R3-Z2W-R1-12,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z2W-R2-01,RACK-R3-Z2W-R2-01,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z2W-R2-02,RACK-R3-Z2W-R2-02,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z2W-R2-03,RACK-R3-Z2W-R2-03,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z2W-R2-04,RACK-R3-Z2W-R2-04,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z2W-R2-05,RACK-R3-Z2W-R2-05,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z2W-R2-06,RACK-R3-Z2W-R2-06,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z2W-R2-07,RACK-R3-Z2W-R2-07,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z2W-R2-08,RACK-R3-Z2W-R2-08,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z2W-R2-09,RACK-R3-Z2W-R2-09,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z2W-R2-10,RACK-R3-Z2W-R2-10,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z2W-R2-11,RACK-R3-Z2W-R2-11,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z2W-R2-12,RACK-R3-Z2W-R2-12,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z3W-R1-01,RACK-R3-Z3W-R1-01,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z3W-R1-02,RACK-R3-Z3W-R1-02,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z3W-R1-03,RACK-R3-Z3W-R1-03,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z3W-R1-04,RACK-R3-Z3W-R1-04,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z3W-R1-05,RACK-R3-Z3W-R1-05,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z3W-R1-06,RACK-R3-Z3W-R1-06,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z3W-R1-07,RACK-R3-Z3W-R1-07,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z3W-R1-08,RACK-R3-Z3W-R1-08,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z3W-R1-09,RACK-R3-Z3W-R1-09,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z3W-R1-10,RACK-R3-Z3W-R1-10,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z3W-R1-11,RACK-R3-Z3W-R1-11,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z3W-R1-12,RACK-R3-Z3W-R1-12,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z3W-R2-01,RACK-R3-Z3W-R2-01,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z3W-R2-02,RACK-R3-Z3W-R2-02,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z3W-R2-03,RACK-R3-Z3W-R2-03,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z3W-R2-04,RACK-R3-Z3W-R2-04,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z3W-R2-05,RACK-R3-Z3W-R2-05,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z3W-R2-06,RACK-R3-Z3W-R2-06,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z3W-R2-07,RACK-R3-Z3W-R2-07,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z3W-R2-08,RACK-R3-Z3W-R2-08,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z3W-R2-09,RACK-R3-Z3W-R2-09,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z3W-R2-10,RACK-R3-Z3W-R2-10,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z3W-R2-11,RACK-R3-Z3W-R2-11,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z3W-R2-12,RACK-R3-Z3W-R2-12,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z4E-R1-01,RACK-R3-Z4E-R1-01,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z4E-R1-02,RACK-R3-Z4E-R1-02,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z4E-R1-03,RACK-R3-Z4E-R1-03,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z4E-R1-04,RACK-R3-Z4E-R1-04,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z4E-R1-05,RACK-R3-Z4E-R1-05,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z4E-R1-06,RACK-R3-Z4E-R1-06,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z4E-R1-07,RACK-R3-Z4E-R1-07,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z4E-R1-08,RACK-R3-Z4E-R1-08,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z4E-R1-09,RACK-R3-Z4E-R1-09,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z4E-R1-10,RACK-R3-Z4E-R1-10,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z4E-R1-11,RACK-R3-Z4E-R1-11,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z4E-R1-12,RACK-R3-Z4E-R1-12,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z4E-R2-01,RACK-R3-Z4E-R2-01,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z4E-R2-02,RACK-R3-Z4E-R2-02,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z4E-R2-03,RACK-R3-Z4E-R2-03,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z4E-R2-04,RACK-R3-Z4E-R2-04,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z4E-R2-05,RACK-R3-Z4E-R2-05,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z4E-R2-06,RACK-R3-Z4E-R2-06,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z4E-R2-07,RACK-R3-Z4E-R2-07,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z4E-R2-08,RACK-R3-Z4E-R2-08,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z4E-R2-09,RACK-R3-Z4E-R2-09,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z4E-R2-10,RACK-R3-Z4E-R2-10,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z4E-R2-11,RACK-R3-Z4E-R2-11,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z4E-R2-12,RACK-R3-Z4E-R2-12,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z5E-R1-01,RACK-R3-Z5E-R1-01,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z5E-R1-02,RACK-R3-Z5E-R1-02,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z5E-R1-03,RACK-R3-Z5E-R1-03,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z5E-R1-04,RACK-R3-Z5E-R1-04,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z5E-R1-05,RACK-R3-Z5E-R1-05,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
RACK-R3-Z5E-R1-06,RACK-R3-Z5E-R1-06,,Whitespace Blueprint / San Jose Site 1 / Containment Room / Room Bundle 02 / Capacity Cell R3,Rack
