Node ID,Node Name,Node Role,Org Path,Node Type
RACK-R1-Z2-R2-06,Rack 6 in ROW-R1-Z2-R2,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 1 in Floor 1 / Zone 2 in ROOM-1-1 / Row 2 in ZONE-R1-Z2,Rack
ZONE-R2-Z1,Zone 1 in ROOM-1-2,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 2 in Floor 1,Zone
ROW-R2-Z1-R1,Row 1 in ZONE-R2-Z1,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 2 in Floor 1 / Zone 1 in ROOM-1-2,Row
RACK-R2-Z1-R1-01,Rack 1 in ROW-R2-Z1-R1,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 2 in Floor 1 / Zone 1 in ROOM-1-2 / Row 1 in ZONE-R2-Z1,Rack
RACK-R2-Z1-R1-02,Rack 2 in ROW-R2-Z1-R1,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 2 in Floor 1 / Zone 1 in ROOM-1-2 / Row 1 in ZONE-R2-Z1,Rack
RACK-R2-Z1-R1-03,Rack 3 in ROW-R2-Z1-R1,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 2 in Floor 1 / Zone 1 in ROOM-1-2 / Row 1 in ZONE-R2-Z1,Rack
RACK-R2-Z1-R1-04,Rack 4 in ROW-R2-Z1-R1,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 2 in Floor 1 / Zone 1 in ROOM-1-2 / Row 1 in ZONE-R2-Z1,Rack
RACK-R2-Z1-R1-05,Rack 5 in ROW-R2-Z1-R1,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 2 in Floor 1 / Zone 1 in ROOM-1-2 / Row 1 in ZONE-R2-Z1,Rack
RACK-R2-Z1-R1-06,Rack 6 in ROW-R2-Z1-R1,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 2 in Floor 1 / Zone 1 in ROOM-1-2 / Row 1 in ZONE-R2-Z1,Rack
ROW-R2-Z1-R2,Row 2 in ZONE-R2-Z1,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 2 in Floor 1 / Zone 1 in ROOM-1-2,Row
RACK-R2-Z1-R2-01,Rack 1 in ROW-R2-Z1-R2,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 2 in Floor 1 / Zone 1 in ROOM-1-2 / Row 2 in ZONE-R2-Z1,Rack
RACK-R2-Z1-R2-02,Rack 2 in ROW-R2-Z1-R2,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 2 in Floor 1 / Zone 1 in ROOM-1-2 / Row 2 in ZONE-R2-Z1,Rack
RACK-R2-Z1-R2-03,Rack 3 in ROW-R2-Z1-R2,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 2 in Floor 1 / Zone 1 in ROOM-1-2 / Row 2 in ZONE-R2-Z1,Rack
RACK-R2-Z1-R2-04,Rack 4 in ROW-R2-Z1-R2,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 2 in Floor 1 / Zone 1 in ROOM-1-2 / Row 2 in ZONE-R2-Z1,Rack
RACK-R2-Z1-R2-05,Rack 5 in ROW-R2-Z1-R2,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 2 in Floor 1 / Zone 1 in ROOM-1-2 / Row 2 in ZONE-R2-Z1,Rack
RACK-R2-Z1-R2-06,Rack 6 in ROW-R2-Z1-R2,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 2 in Floor 1 / Zone 1 in ROOM-1-2 / Row 2 in ZONE-R2-Z1,Rack
ZONE-R2-Z2,Zone 2 in ROOM-1-2,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 2 in Floor 1,Zone
ROW-R2-Z2-R1,Row 1 in ZONE-R2-Z2,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 2 in Floor 1 / Zone 2 in ROOM-1-2,Row
RACK-R2-Z2-R1-01,Rack 1 in ROW-R2-Z2-R1,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 2 in Floor 1 / Zone 2 in ROOM-1-2 / Row 1 in ZONE-R2-Z2,Rack
RACK-R2-Z2-R1-02,Rack 2 in ROW-R2-Z2-R1,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 2 in Floor 1 / Zone 2 in ROOM-1-2 / Row 1 in ZONE-R2-Z2,Rack
RACK-R2-Z2-R1-03,Rack 3 in ROW-R2-Z2-R1,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 2 in Floor 1 / Zone 2 in ROOM-1-2 / Row 1 in ZONE-R2-Z2,Rack
RACK-R2-Z2-R1-04,Rack 4 in ROW-R2-Z2-R1,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 2 in Floor 1 / Zone 2 in ROOM-1-2 / Row 1 in ZONE-R2-Z2,Rack
RACK-R2-Z2-R1-05,Rack 5 in ROW-R2-Z2-R1,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 2 in Floor 1 / Zone 2 in ROOM-1-2 / Row 1 in ZONE-R2-Z2,Rack
RACK-R2-Z2-R1-06,Rack 6 in ROW-R2-Z2-R1,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 2 in Floor 1 / Zone 2 in ROOM-1-2 / Row 1 in ZONE-R2-Z2,Rack
ROW-R2-Z2-R2,Row 2 in ZONE-R2-Z2,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 2 in Floor 1 / Zone 2 in ROOM-1-2,Row
RACK-R2-Z2-R2-01,Rack 1 in ROW-R2-Z2-R2,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 2 in Floor 1 / Zone 2 in ROOM-1-2 / Row 2 in ZONE-R2-Z2,Rack
RACK-R2-Z2-R2-02,Rack 2 in ROW-R2-Z2-R2,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 2 in Floor 1 / Zone 2 in ROOM-1-2 / Row 2 in ZONE-R2-Z2,Rack
RACK-R2-Z2-R2-03,Rack 3 in ROW-R2-Z2-R2,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 2 in Floor 1 / Zone 2 in ROOM-1-2 / Row 2 in ZONE-R2-Z2,Rack
RACK-R2-Z2-R2-04,Rack 4 in ROW-R2-Z2-R2,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 2 in Floor 1 / Zone 2 in ROOM-1-2 / Row 2 in ZONE-R2-Z2,Rack
RACK-R2-Z2-R2-05,Rack 5 in ROW-R2-Z2-R2,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 2 in Floor 1 / Zone 2 in ROOM-1-2 / Row 2 in ZONE-R2-Z2,Rack
RACK-R2-Z2-R2-06,Rack 6 in ROW-R2-Z2-R2,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 2 in Floor 1 / Zone 2 in ROOM-1-2 / Row 2 in ZONE-R2-Z2,Rack
ND-R1-Z1-R1-01,Top-of-Rack Switch for RACK-R1-Z1-R1-01,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 1 in Floor 1 / Zone 1 in ROOM-1-1 / Row 1 in ZONE-R1-Z1 / Rack 1 in ROW-R1-Z1-R1,Networking Device
STOR-R1-Z1-R1-01,Storage in RACK-R1-Z1-R1-01,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 1 in Floor 1 / Zone 1 in ROOM-1-1 / Row 1 in ZONE-R1-Z1 / Rack 1 in ROW-R1-Z1-R1,Storage Device
SRV-R1-Z1-R1-01-001,Server 1 in RACK-R1-Z1-R1-01,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 1 in Floor 1 / Zone 1 in ROOM-1-1 / Row 1 in ZONE-R1-Z1 / Rack 1 in ROW-R1-Z1-R1,Server
SRV-R1-Z1-R1-01-002,Server 2 in RACK-R1-Z1-R1-01,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 1 in Floor 1 / Zone 1 in ROOM-1-1 / Row 1 in ZONE-R1-Z1 / Rack 1 in ROW-R1-Z1-R1,Server
SRV-R1-Z1-R1-01-003,Server 3 in RACK-R1-Z1-R1-01,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 1 in Floor 1 / Zone 1 in ROOM-1-1 / Row 1 in ZONE-R1-Z1 / Rack 1 in ROW-R1-Z1-R1,Server
SRV-R1-Z1-R1-01-004,Server 4 in RACK-R1-Z1-R1-01,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 1 in Floor 1 / Zone 1 in ROOM-1-1 / Row 1 in ZONE-R1-Z1 / Rack 1 in ROW-R1-Z1-R1,Server
SRV-R1-Z1-R1-01-005,Server 5 in RACK-R1-Z1-R1-01,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 1 in Floor 1 / Zone 1 in ROOM-1-1 / Row 1 in ZONE-R1-Z1 / Rack 1 in ROW-R1-Z1-R1,Server
SRV-R1-Z1-R1-01-006,Server 6 in RACK-R1-Z1-R1-01,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 1 in Floor 1 / Zone 1 in ROOM-1-1 / Row 1 in ZONE-R1-Z1 / Rack 1 in ROW-R1-Z1-R1,Server
SRV-R1-Z1-R1-01-007,Server 7 in RACK-R1-Z1-R1-01,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 1 in Floor 1 / Zone 1 in ROOM-1-1 / Row 1 in ZONE-R1-Z1 / Rack 1 in ROW-R1-Z1-R1,Server
SRV-R1-Z1-R1-01-008,Server 8 in RACK-R1-Z1-R1-01,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 1 in Floor 1 / Zone 1 in ROOM-1-1 / Row 1 in ZONE-R1-Z1 / Rack 1 in ROW-R1-Z1-R1,Server
SRV-R1-Z1-R1-01-009,Server 9 in RACK-R1-Z1-R1-01,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 1 in Floor 1 / Zone 1 in ROOM-1-1 / Row 1 in ZONE-R1-Z1 / Rack 1 in ROW-R1-Z1-R1,Server
SRV-R1-Z1-R1-01-010,Server 10 in RACK-R1-Z1-R1-01,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 1 in Floor 1 / Zone 1 in ROOM-1-1 / Row 1 in ZONE-R1-Z1 / Rack 1 in ROW-R1-Z1-R1,Server
SRV-R1-Z1-R1-01-011,Server 11 in RACK-R1-Z1-R1-01,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 1 in Floor 1 / Zone 1 in ROOM-1-1 / Row 1 in ZONE-R1-Z1 / Rack 1 in ROW-R1-Z1-R1,Server
SRV-R1-Z1-R1-01-012,Server 12 in RACK-R1-Z1-R1-01,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 1 in Floor 1 / Zone 1 in ROOM-1-1 / Row 1 in ZONE-R1-Z1 / Rack 1 in ROW-R1-Z1-R1,Server
SRV-R1-Z1-R1-01-013,Server 13 in RACK-R1-Z1-R1-01,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 1 in Floor 1 / Zone 1 in ROOM-1-1 / Row 1 in ZONE-R1-Z1 / Rack 1 in ROW-R1-Z1-R1,Server
SRV-R1-Z1-R1-01-014,Server 14 in RACK-R1-Z1-R1-01,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 1 in Floor 1 / Zone 1 in ROOM-1-1 / Row 1 in ZONE-R1-Z1 / Rack 1 in ROW-R1-Z1-R1,Server
SRV-R1-Z1-R1-01-015,Server 15 in RACK-R1-Z1-R1-01,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 1 in Floor 1 / Zone 1 in ROOM-1-1 / Row 1 in ZONE-R1-Z1 / Rack 1 in ROW-R1-Z1-R1,Server
SRV-R1-Z1-R1-01-016,Server 16 in RACK-R1-Z1-R1-01,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 1 in Floor 1 / Zone 1 in ROOM-1-1 / Row 1 in ZONE-R1-Z1 / Rack 1 in ROW-R1-Z1-R1,Server
ND-R1-Z1-R1-02,Top-of-Rack Switch for RACK-R1-Z1-R1-02,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 1 in Floor 1 / Zone 1 in ROOM-1-1 / Row 1 in ZONE-R1-Z1 / Rack 2 in ROW-R1-Z1-R1,Networking Device
STOR-R1-Z1-R1-02,Storage in RACK-R1-Z1-R1-02,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 1 in Floor 1 / Zone 1 in ROOM-1-1 / Row 1 in ZONE-R1-Z1 / Rack 2 in ROW-R1-Z1-R1,Storage Device
SRV-R1-Z1-R1-02-001,Server 1 in RACK-R1-Z1-R1-02,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 1 in Floor 1 / Zone 1 in ROOM-1-1 / Row 1 in ZONE-R1-Z1 / Rack 2 in ROW-R1-Z1-R1,Server
SRV-R1-Z1-R1-02-002,Server 2 in RACK-R1-Z1-R1-02,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 1 in Floor 1 / Zone 1 in ROOM-1-1 / Row 1 in ZONE-R1-Z1 / Rack 2 in ROW-R1-Z1-R1,Server
SRV-R1-Z1-R1-02-003,Server 3 in RACK-R1-Z1-R1-02,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 1 in Floor 1 / Zone 1 in ROOM-1-1 / Row 1 in ZONE-R1-Z1 / Rack 2 in ROW-R1-Z1-R1,Server
SRV-R1-Z1-R1-02-004,Server 4 in RACK-R1-Z1-R1-02,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 1 in Floor 1 / Zone 1 in ROOM-1-1 / Row 1 in ZONE-R1-Z1 / Rack 2 in ROW-R1-Z1-R1,Server
SRV-R1-Z1-R1-02-005,Server 5 in RACK-R1-Z1-R1-02,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 1 in Floor 1 / Zone 1 in ROOM-1-1 / Row 1 in ZONE-R1-Z1 / Rack 2 in ROW-R1-Z1-R1,Server
SRV-R1-Z1-R1-02-006,Server 6 in RACK-R1-Z1-R1-02,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 1 in Floor 1 / Zone 1 in ROOM-1-1 / Row 1 in ZONE-R1-Z1 / Rack 2 in ROW-R1-Z1-R1,Server
SRV-R1-Z1-R1-02-007,Server 7 in RACK-R1-Z1-R1-02,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 1 in Floor 1 / Zone 1 in ROOM-1-1 / Row 1 in ZONE-R1-Z1 / Rack 2 in ROW-R1-Z1-R1,Server
SRV-R1-Z1-R1-02-008,Server 8 in RACK-R1-Z1-R1-02,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 1 in Floor 1 / Zone 1 in ROOM-1-1 / Row 1 in ZONE-R1-Z1 / Rack 2 in ROW-R1-Z1-R1,Server
SRV-R1-Z1-R1-02-009,Server 9 in RACK-R1-Z1-R1-02,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 1 in Floor 1 / Zone 1 in ROOM-1-1 / Row 1 in ZONE-R1-Z1 / Rack 2 in ROW-R1-Z1-R1,Server
SRV-R1-Z1-R1-02-010,Server 10 in RACK-R1-Z1-R1-02,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 1 in Floor 1 / Zone 1 in ROOM-1-1 / Row 1 in ZONE-R1-Z1 / Rack 2 in ROW-R1-Z1-R1,Server
SRV-R1-Z1-R1-02-011,Server 11 in RACK-R1-Z1-R1-02,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 1 in Floor 1 / Zone 1 in ROOM-1-1 / Row 1 in ZONE-R1-Z1 / Rack 2 in ROW-R1-Z1-R1,Server
SRV-R1-Z1-R1-02-012,Server 12 in RACK-R1-Z1-R1-02,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 1 in Floor 1 / Zone 1 in ROOM-1-1 / Row 1 in ZONE-R1-Z1 / Rack 2 in ROW-R1-Z1-R1,Server
SRV-R1-Z1-R1-02-013,Server 13 in RACK-R1-Z1-R1-02,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 1 in Floor 1 / Zone 1 in ROOM-1-1 / Row 1 in ZONE-R1-Z1 / Rack 2 in ROW-R1-Z1-R1,Server
SRV-R1-Z1-R1-02-014,Server 14 in RACK-R1-Z1-R1-02,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 1 in Floor 1 / Zone 1 in ROOM-1-1 / Row 1 in ZONE-R1-Z1 / Rack 2 in ROW-R1-Z1-R1,Server
SRV-R1-Z1-R1-02-015,Server 15 in RACK-R1-Z1-R1-02,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 1 in Floor 1 / Zone 1 in ROOM-1-1 / Row 1 in ZONE-R1-Z1 / Rack 2 in ROW-R1-Z1-R1,Server
SRV-R1-Z1-R1-02-016,Server 16 in RACK-R1-Z1-R1-02,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 1 in Floor 1 / Zone 1 in ROOM-1-1 / Row 1 in ZONE-R1-Z1 / Rack 2 in ROW-R1-Z1-R1,Server
ND-R1-Z1-R1-03,Top-of-Rack Switch for RACK-R1-Z1-R1-03,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 1 in Floor 1 / Zone 1 in ROOM-1-1 / Row 1 in ZONE-R1-Z1 / Rack 3 in ROW-R1-Z1-R1,Networking Device
STOR-R1-Z1-R1-03,Storage in RACK-R1-Z1-R1-03,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 1 in Floor 1 / Zone 1 in ROOM-1-1 / Row 1 in ZONE-R1-Z1 / Rack 3 in ROW-R1-Z1-R1,Storage Device
SRV-R1-Z1-R1-03-001,Server 1 in RACK-R1-Z1-R1-03,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 1 in Floor 1 / Zone 1 in ROOM-1-1 / Row 1 in ZONE-R1-Z1 / Rack 3 in ROW-R1-Z1-R1,Server
SRV-R1-Z1-R1-03-002,Server 2 in RACK-R1-Z1-R1-03,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 1 in Floor 1 / Zone 1 in ROOM-1-1 / Row 1 in ZONE-R1-Z1 / Rack 3 in ROW-R1-Z1-R1,Server
SRV-R1-Z1-R1-03-003,Server 3 in RACK-R1-Z1-R1-03,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 1 in Floor 1 / Zone 1 in ROOM-1-1 / Row 1 in ZONE-R1-Z1 / Rack 3 in ROW-R1-Z1-R1,Server
SRV-R1-Z1-R1-03-004,Server 4 in RACK-R1-Z1-R1-03,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 1 in Floor 1 / Zone 1 in ROOM-1-1 / Row 1 in ZONE-R1-Z1 / Rack 3 in ROW-R1-Z1-R1,Server
SRV-R1-Z1-R1-03-005,Server 5 in RACK-R1-Z1-R1-03,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 1 in Floor 1 / Zone 1 in ROOM-1-1 / Row 1 in ZONE-R1-Z1 / Rack 3 in ROW-R1-Z1-R1,Server
SRV-R1-Z1-R1-03-006,Server 6 in RACK-R1-Z1-R1-03,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 1 in Floor 1 / Zone 1 in ROOM-1-1 / Row 1 in ZONE-R1-Z1 / Rack 3 in ROW-R1-Z1-R1,Server
SRV-R1-Z1-R1-03-007,Server 7 in RACK-R1-Z1-R1-03,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 1 in Floor 1 / Zone 1 in ROOM-1-1 / Row 1 in ZONE-R1-Z1 / Rack 3 in ROW-R1-Z1-R1,Server
SRV-R1-Z1-R1-03-008,Server 8 in RACK-R1-Z1-R1-03,,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 1 in Floor 1 / Zone 1 in ROOM-1-1 / Row 1 in ZONE-R1-Z1 / Rack 3 in ROW-R1-Z1-R1,Server
