From Node Name,From Node ID,From Node Org Path,To Node Name,To Node ID,To Node Org Path
ROOM-1-3,ROOM-1-3,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1,ZONE-R3-Z1W,ZONE-R3-Z1W,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3
ROOM-1-3,ROOM-1-3,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1,ZONE-R3-Z2W,ZONE-R3-Z2W,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3
ROOM-1-3,ROOM-1-3,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1,ZONE-R3-Z3W,ZONE-R3-Z3W,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3
ROOM-1-3,ROOM-1-3,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1,ZONE-R3-Z4E,ZONE-R3-Z4E,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3
ROOM-1-3,ROOM-1-3,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1,ZONE-R3-Z5E,ZONE-R3-Z5E,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3
ROOM-1-3,ROOM-1-3,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1,ZONE-R3-Z6E,ZONE-R3-Z6E,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3
ROOM-1-4,ROOM-1-4,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1,ZONE-R4-Z1,ZONE-R4-Z1,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-4
ROOM-1-5,ROOM-1-5,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1,ZONE-R5-Z1W,ZONE-R5-Z1W,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-5
ROOM-1-5,ROOM-1-5,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1,ZONE-R5-Z2E,ZONE-R5-Z2E,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-5
Zone 1 in ROOM-1-1,ZONE-R1-Z1,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 1 in Floor 1,Row 1 in ZONE-R1-Z1,ROW-R1-Z1-R1,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 1 in Floor 1 / Zone 1 in ROOM-1-1
Zone 1 in ROOM-1-1,ZONE-R1-Z1,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 1 in Floor 1,Row 2 in ZONE-R1-Z1,ROW-R1-Z1-R2,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 1 in Floor 1 / Zone 1 in ROOM-1-1
Zone 2 in ROOM-1-1,ZONE-R1-Z2,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 1 in Floor 1,Row 1 in ZONE-R1-Z2,ROW-R1-Z2-R1,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 1 in Floor 1 / Zone 2 in ROOM-1-1
Zone 2 in ROOM-1-1,ZONE-R1-Z2,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 1 in Floor 1,Row 2 in ZONE-R1-Z2,ROW-R1-Z2-R2,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 1 in Floor 1 / Zone 2 in ROOM-1-1
Zone 1 in ROOM-1-2,ZONE-R2-Z1,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 2 in Floor 1,Row 1 in ZONE-R2-Z1,ROW-R2-Z1-R1,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 2 in Floor 1 / Zone 1 in ROOM-1-2
Zone 1 in ROOM-1-2,ZONE-R2-Z1,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 2 in Floor 1,Row 2 in ZONE-R2-Z1,ROW-R2-Z1-R2,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 2 in Floor 1 / Zone 1 in ROOM-1-2
Zone 2 in ROOM-1-2,ZONE-R2-Z2,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 2 in Floor 1,Row 1 in ZONE-R2-Z2,ROW-R2-Z2-R1,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 2 in Floor 1 / Zone 2 in ROOM-1-2
Zone 2 in ROOM-1-2,ZONE-R2-Z2,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 2 in Floor 1,Row 2 in ZONE-R2-Z2,ROW-R2-Z2-R2,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 2 in Floor 1 / Zone 2 in ROOM-1-2
ZONE-R3-Z1W,ZONE-R3-Z1W,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3,ROW-R3-Z1W-R1,ROW-R3-Z1W-R1,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3 / ZONE-R3-Z1W
ZONE-R3-Z1W,ZONE-R3-Z1W,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3,ROW-R3-Z1W-R2,ROW-R3-Z1W-R2,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3 / ZONE-R3-Z1W
ZONE-R3-Z2W,ZONE-R3-Z2W,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3,ROW-R3-Z2W-R1,ROW-R3-Z2W-R1,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3 / ZONE-R3-Z2W
ZONE-R3-Z2W,ZONE-R3-Z2W,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3,ROW-R3-Z2W-R2,ROW-R3-Z2W-R2,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3 / ZONE-R3-Z2W
ZONE-R3-Z3W,ZONE-R3-Z3W,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3,ROW-R3-Z3W-R1,ROW-R3-Z3W-R1,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3 / ZONE-R3-Z3W
ZONE-R3-Z3W,ZONE-R3-Z3W,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3,ROW-R3-Z3W-R2,ROW-R3-Z3W-R2,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3 / ZONE-R3-Z3W
ZONE-R3-Z4E,ZONE-R3-Z4E,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3,ROW-R3-Z4E-R1,ROW-R3-Z4E-R1,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3 / ZONE-R3-Z4E
ZONE-R3-Z4E,ZONE-R3-Z4E,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3,ROW-R3-Z4E-R2,ROW-R3-Z4E-R2,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3 / ZONE-R3-Z4E
ZONE-R3-Z5E,ZONE-R3-Z5E,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3,ROW-R3-Z5E-R1,ROW-R3-Z5E-R1,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3 / ZONE-R3-Z5E
ZONE-R3-Z5E,ZONE-R3-Z5E,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3,ROW-R3-Z5E-R2,ROW-R3-Z5E-R2,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3 / ZONE-R3-Z5E
ZONE-R3-Z6E,ZONE-R3-Z6E,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3,ROW-R3-Z6E-R1,ROW-R3-Z6E-R1,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3 / ZONE-R3-Z6E
ZONE-R3-Z6E,ZONE-R3-Z6E,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3,ROW-R3-Z6E-R2,ROW-R3-Z6E-R2,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3 / ZONE-R3-Z6E
ZONE-R4-Z1,ZONE-R4-Z1,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-4,ROW-R4-Z1-R2,ROW-R4-Z1-R2,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-4 / ZONE-R4-Z1
ZONE-R4-Z1,ZONE-R4-Z1,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-4,ROW-R4-Z1-R1,ROW-R4-Z1-R1,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-4 / ZONE-R4-Z1
ZONE-R5-Z1W,ZONE-R5-Z1W,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-5,ROW-R5-Z1W-R1,ROW-R5-Z1W-R1,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-5 / ZONE-R5-Z1W
ZONE-R5-Z1W,ZONE-R5-Z1W,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-5,ROW-R5-Z1W-R2,ROW-R5-Z1W-R2,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-5 / ZONE-R5-Z1W
ZONE-R5-Z2E,ZONE-R5-Z2E,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-5,ROW-R5-Z2E-R1,ROW-R5-Z2E-R1,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-5 / ZONE-R5-Z2E
ZONE-R5-Z2E,ZONE-R5-Z2E,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-5,ROW-R5-Z2E-R2,ROW-R5-Z2E-R2,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-5 / ZONE-R5-Z2E
ZONE-R3-Z1W,ZONE-R3-Z1W,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3,AISLE-R3-Z1W-R1H,AISLE-R3-Z1W-R1H,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3 / ZONE-R3-Z1W
ZONE-R3-Z1W,ZONE-R3-Z1W,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3,AISLE-R3-Z1W-R1R2C,AISLE-R3-Z1W-R1R2C,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3 / ZONE-R3-Z1W
ZONE-R3-Z2W,ZONE-R3-Z2W,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3,AISLE-R3-Z2W-R1H,AISLE-R3-Z2W-R1H,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3 / ZONE-R3-Z2W
ZONE-R3-Z2W,ZONE-R3-Z2W,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3,AISLE-R3-Z2W-R1R2C,AISLE-R3-Z2W-R1R2C,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3 / ZONE-R3-Z2W
ZONE-R3-Z3W,ZONE-R3-Z3W,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3,AISLE-R3-Z3W-R1H,AISLE-R3-Z3W-R1H,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3 / ZONE-R3-Z3W
ZONE-R3-Z3W,ZONE-R3-Z3W,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3,AISLE-R3-Z3W-R1R2C,AISLE-R3-Z3W-R1R2C,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3 / ZONE-R3-Z3W
ZONE-R3-Z3W,ZONE-R3-Z3W,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3,AISLE-R3-Z3W-R2H,AISLE-R3-Z3W-R2H,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3 / ZONE-R3-Z3W
ZONE-R3-Z4E,ZONE-R3-Z4E,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3,AISLE-R3-Z4E-R1H,AISLE-R3-Z4E-R1H,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3 / ZONE-R3-Z4E
ZONE-R3-Z4E,ZONE-R3-Z4E,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3,AISLE-R3-Z4E-R1R2C,AISLE-R3-Z4E-R1R2C,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3 / ZONE-R3-Z4E
ZONE-R3-Z5E,ZONE-R3-Z5E,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3,AISLE-R3-Z5E-R1H,AISLE-R3-Z5E-R1H,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3 / ZONE-R3-Z5E
ZONE-R3-Z5E,ZONE-R3-Z5E,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3,AISLE-R3-Z5E-R1R2C,AISLE-R3-Z5E-R1R2C,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3 / ZONE-R3-Z5E
ZONE-R3-Z6E,ZONE-R3-Z6E,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3,AISLE-R3-Z6E-R1H,AISLE-R3-Z6E-R1H,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3 / ZONE-R3-Z6E
ZONE-R3-Z6E,ZONE-R3-Z6E,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3,AISLE-R3-Z6E-R1R2C,AISLE-R3-Z6E-R1R2C,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3 / ZONE-R3-Z6E
ZONE-R3-Z6E,ZONE-R3-Z6E,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3,AISLE-R3-Z6E-R2H,AISLE-R3-Z6E-R2H,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3 / ZONE-R3-Z6E
ZONE-R4-Z1,ZONE-R4-Z1,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-4,AISLE-R4-Z1-R1H,AISLE-R4-Z1-R1H,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-4 / ZONE-R4-Z1
ZONE-R4-Z1,ZONE-R4-Z1,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-4,AISLE-R4-Z1-R1R2C,AISLE-R4-Z1-R1R2C,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-4 / ZONE-R4-Z1
ZONE-R4-Z1,ZONE-R4-Z1,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-4,AISLE-R4-Z1-R2H,AISLE-R4-Z1-R2H,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-4 / ZONE-R4-Z1
ZONE-R5-Z1W,ZONE-R5-Z1W,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-5,AISLE-R5-Z1W-R1H,AISLE-R5-Z1W-R1H,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-5 / ZONE-R5-Z1W
ZONE-R5-Z1W,ZONE-R5-Z1W,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-5,AISLE-R5-Z1W-R1R2C,AISLE-R5-Z1W-R1R2C,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-5 / ZONE-R5-Z1W
ZONE-R5-Z1W,ZONE-R5-Z1W,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-5,AISLE-R5-Z1W-R2H,AISLE-R5-Z1W-R2H,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-5 / ZONE-R5-Z1W
ZONE-R5-Z2E,ZONE-R5-Z2E,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-5,AISLE-R5-Z2E-R1H,AISLE-R5-Z2E-R1H,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-5 / ZONE-R5-Z2E
ZONE-R5-Z2E,ZONE-R5-Z2E,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-5,AISLE-R5-Z2E-R1R2C,AISLE-R5-Z2E-R1R2C,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-5 / ZONE-R5-Z2E
ZONE-R5-Z2E,ZONE-R5-Z2E,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-5,AISLE-R5-Z2E-R2H,AISLE-R5-Z2E-R2H,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-5 / ZONE-R5-Z2E
ZONE-R3-Z4E,ZONE-R3-Z4E,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3,CDU-R3-E,CDU-R3-E,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3 / ZONE-R3-Z4E
ZONE-R3-Z1W,ZONE-R3-Z1W,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3,CDU-R3-W,CDU-R3-W,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3 / ZONE-R3-Z1W
ZONE-R4-Z1,ZONE-R4-Z1,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-4,CDU-R4,CDU-R4,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-4 / ZONE-R4-Z1
ZONE-R5-Z1W,ZONE-R5-Z1W,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-5,CDU-R5-W,CDU-R5-W,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-5 / ZONE-R5-Z1W
ZONE-R5-Z2E,ZONE-R5-Z2E,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-5,CDU-R5-E,CDU-R5-E,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-5 / ZONE-R5-Z2E
ZONE-R3-Z1W,ZONE-R3-Z1W,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3,RPP-R3-A1,RPP-R3-A1,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3 / ZONE-R3-Z1W
ZONE-R3-Z2W,ZONE-R3-Z2W,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3,RPP-R3-A2,RPP-R3-A2,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3 / ZONE-R3-Z2W
ZONE-R3-Z4E,ZONE-R3-Z4E,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3,RPP-R3-A3,RPP-R3-A3,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3 / ZONE-R3-Z4E
ZONE-R3-Z5E,ZONE-R3-Z5E,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3,RPP-R3-A4,RPP-R3-A4,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3 / ZONE-R3-Z5E
ZONE-R4-Z1,ZONE-R4-Z1,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-4,RPP-R4-A5,RPP-R4-A5,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-4 / ZONE-R4-Z1
ZONE-R4-Z1,ZONE-R4-Z1,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-4,RPP-R4-A6,RPP-R4-A6,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-4 / ZONE-R4-Z1
ZONE-R5-Z1W,ZONE-R5-Z1W,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-5,RPP-R5-A1,RPP-R5-A1,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-5 / ZONE-R5-Z1W
ZONE-R5-Z1W,ZONE-R5-Z1W,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-5,RPP-R5-A2,RPP-R5-A2,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-5 / ZONE-R5-Z1W
ZONE-R5-Z2E,ZONE-R5-Z2E,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-5,RPP-R5-A3,RPP-R5-A3,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-5 / ZONE-R5-Z2E
ZONE-R5-Z2E,ZONE-R5-Z2E,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-5,RPP-R5-A4,RPP-R5-A4,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-5 / ZONE-R5-Z2E
ZONE-R3-Z1W,ZONE-R3-Z1W,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3,RPP-R3-B1,RPP-R3-B1,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3 / ZONE-R3-Z1W
ZONE-R3-Z2W,ZONE-R3-Z2W,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3,RPP-R3-B2,RPP-R3-B2,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3 / ZONE-R3-Z2W
ZONE-R3-Z4E,ZONE-R3-Z4E,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3,RPP-R3-B3,RPP-R3-B3,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3 / ZONE-R3-Z4E
ZONE-R3-Z5E,ZONE-R3-Z5E,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3,RPP-R3-B4,RPP-R3-B4,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-3 / ZONE-R3-Z5E
ZONE-R4-Z1,ZONE-R4-Z1,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-4,RPP-R4-B5,RPP-R4-B5,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-4 / ZONE-R4-Z1
ZONE-R4-Z1,ZONE-R4-Z1,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-4,RPP-R4-B6,RPP-R4-B6,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-4 / ZONE-R4-Z1
ZONE-R5-Z1W,ZONE-R5-Z1W,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-5,RPP-R5-B1,RPP-R5-B1,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-5 / ZONE-R5-Z1W
ZONE-R5-Z1W,ZONE-R5-Z1W,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-5,RPP-R5-B2,RPP-R5-B2,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-5 / ZONE-R5-Z1W
ZONE-R5-Z2E,ZONE-R5-Z2E,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-5,RPP-R5-B3,RPP-R5-B3,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-5 / ZONE-R5-Z2E
ZONE-R5-Z2E,ZONE-R5-Z2E,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-5,RPP-R5-B4,RPP-R5-B4,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / ROOM-1-5 / ZONE-R5-Z2E
Row 1 in ZONE-R1-Z1,ROW-R1-Z1-R1,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 1 in Floor 1 / Zone 1 in ROOM-1-1,Rack 1 in ROW-R1-Z1-R1,RACK-R1-Z1-R1-01,Spatial Topology / San Jose Site 1 / IT Facility / Floor 1 / Room 1 in Floor 1 / Zone 1 in ROOM-1-1 / Row 1 in ZONE-R1-Z1
