Node ID,Node Name,Node Role,Org Path,Node Type
SRV-R1-Z1-R1-04-005,Server 5 in RACK-R1-Z1-R1-04,,Electrical System / Utility Feed 01 / Switch Gear 01 / UPS 01 / Room PDU for ROOM-1-2 / RPP 2 for ROOM-1-2 / Rack PDU for RACK-R1-Z1-R1-04 / Rack PDU Outlet 5 for RACK-R1-Z1-R1-04 / Device PSU for SRV-R1-Z1-R1-04-005,Server
SRV-R1-Z1-R1-04-006,Server 6 in RACK-R1-Z1-R1-04,,Electrical System / Utility Feed 01 / Switch Gear 01 / UPS 01 / Room PDU for ROOM-1-2 / RPP 2 for ROOM-1-2 / Rack PDU for RACK-R1-Z1-R1-04 / Rack PDU Outlet 6 for RACK-R1-Z1-R1-04 / Device PSU for SRV-R1-Z1-R1-04-006,Server
SRV-R1-Z1-R1-04-007,Server 7 in RACK-R1-Z1-R1-04,,Electrical System / Utility Feed 01 / Switch Gear 01 / UPS 01 / Room PDU for ROOM-1-2 / RPP 2 for ROOM-1-2 / Rack PDU for RACK-R1-Z1-R1-04 / Rack PDU Outlet 7 for RACK-R1-Z1-R1-04 / Device PSU for SRV-R1-Z1-R1-04-007,Server
SRV-R1-Z1-R1-04-008,Server 8 in RACK-R1-Z1-R1-04,,Electrical System / Utility Feed 01 / Switch Gear 01 / UPS 01 / Room PDU for ROOM-1-2 / RPP 2 for ROOM-1-2 / Rack PDU for RACK-R1-Z1-R1-04 / Rack PDU Outlet 8 for RACK-R1-Z1-R1-04 / Device PSU for SRV-R1-Z1-R1-04-008,Server
SRV-R1-Z1-R1-05-001,Server 1 in RACK-R1-Z1-R1-05,,Electrical System / Utility Feed 01 / Switch Gear 01 / UPS 01 / Room PDU for ROOM-1-1 / RPP 1 for ROOM-1-1 / Rack PDU for RACK-R1-Z1-R1-05 / Rack PDU Outlet 1 for RACK-R1-Z1-R1-05 / Device PSU for SRV-R1-Z1-R1-05-001,Server
SRV-R1-Z1-R1-05-002,Server 2 in RACK-R1-Z1-R1-05,,Electrical System / Utility Feed 01 / Switch Gear 01 / UPS 01 / Room PDU for ROOM-1-1 / RPP 1 for ROOM-1-1 / Rack PDU for RACK-R1-Z1-R1-05 / Rack PDU Outlet 2 for RACK-R1-Z1-R1-05 / Device PSU for SRV-R1-Z1-R1-05-002,Server
SRV-R1-Z1-R1-05-003,Server 3 in RACK-R1-Z1-R1-05,,Electrical System / Utility Feed 01 / Switch Gear 01 / UPS 01 / Room PDU for ROOM-1-1 / RPP 1 for ROOM-1-1 / Rack PDU for RACK-R1-Z1-R1-05 / Rack PDU Outlet 3 for RACK-R1-Z1-R1-05 / Device PSU for SRV-R1-Z1-R1-05-003,Server
SRV-R1-Z1-R1-05-004,Server 4 in RACK-R1-Z1-R1-05,,Electrical System / Utility Feed 01 / Switch Gear 01 / UPS 01 / Room PDU for ROOM-1-1 / RPP 1 for ROOM-1-1 / Rack PDU for RACK-R1-Z1-R1-05 / Rack PDU Outlet 4 for RACK-R1-Z1-R1-05 / Device PSU for SRV-R1-Z1-R1-05-004,Server
SRV-R1-Z1-R1-05-005,Server 5 in RACK-R1-Z1-R1-05,,Electrical System / Utility Feed 01 / Switch Gear 01 / UPS 01 / Room PDU for ROOM-1-1 / RPP 1 for ROOM-1-1 / Rack PDU for RACK-R1-Z1-R1-05 / Rack PDU Outlet 5 for RACK-R1-Z1-R1-05 / Device PSU for SRV-R1-Z1-R1-05-005,Server
SRV-R1-Z1-R1-05-006,Server 6 in RACK-R1-Z1-R1-05,,Electrical System / Utility Feed 01 / Switch Gear 01 / UPS 01 / Room PDU for ROOM-1-1 / RPP 1 for ROOM-1-1 / Rack PDU for RACK-R1-Z1-R1-05 / Rack PDU Outlet 6 for RACK-R1-Z1-R1-05 / Device PSU for SRV-R1-Z1-R1-05-006,Server
SRV-R1-Z1-R1-05-007,Server 7 in RACK-R1-Z1-R1-05,,Electrical System / Utility Feed 01 / Switch Gear 01 / UPS 01 / Room PDU for ROOM-1-1 / RPP 1 for ROOM-1-1 / Rack PDU for RACK-R1-Z1-R1-05 / Rack PDU Outlet 7 for RACK-R1-Z1-R1-05 / Device PSU for SRV-R1-Z1-R1-05-007,Server
SRV-R1-Z1-R1-05-008,Server 8 in RACK-R1-Z1-R1-05,,Electrical System / Utility Feed 01 / Switch Gear 01 / UPS 01 / Room PDU for ROOM-1-1 / RPP 1 for ROOM-1-1 / Rack PDU for RACK-R1-Z1-R1-05 / Rack PDU Outlet 8 for RACK-R1-Z1-R1-05 / Device PSU for SRV-R1-Z1-R1-05-008,Server
SRV-R1-Z1-R1-06-001,Server 1 in RACK-R1-Z1-R1-06,,Electrical System / Utility Feed 01 / Switch Gear 01 / UPS 01 / Room PDU for ROOM-1-1 / RPP 2 for ROOM-1-1 / Rack PDU for RACK-R1-Z1-R1-06 / Rack PDU Outlet 1 for RACK-R1-Z1-R1-06 / Device PSU for SRV-R1-Z1-R1-06-001,Server
SRV-R1-Z1-R1-06-002,Server 2 in RACK-R1-Z1-R1-06,,Electrical System / Utility Feed 01 / Switch Gear 01 / UPS 01 / Room PDU for ROOM-1-1 / RPP 2 for ROOM-1-1 / Rack PDU for RACK-R1-Z1-R1-06 / Rack PDU Outlet 2 for RACK-R1-Z1-R1-06 / Device PSU for SRV-R1-Z1-R1-06-002,Server
SRV-R1-Z1-R1-06-003,Server 3 in RACK-R1-Z1-R1-06,,Electrical System / Utility Feed 01 / Switch Gear 01 / UPS 01 / Room PDU for ROOM-1-1 / RPP 2 for ROOM-1-1 / Rack PDU for RACK-R1-Z1-R1-06 / Rack PDU Outlet 3 for RACK-R1-Z1-R1-06 / Device PSU for SRV-R1-Z1-R1-06-003,Server
SRV-R1-Z1-R1-06-004,Server 4 in RACK-R1-Z1-R1-06,,Electrical System / Utility Feed 01 / Switch Gear 01 / UPS 01 / Room PDU for ROOM-1-1 / RPP 2 for ROOM-1-1 / Rack PDU for RACK-R1-Z1-R1-06 / Rack PDU Outlet 4 for RACK-R1-Z1-R1-06 / Device PSU for SRV-R1-Z1-R1-06-004,Server
SRV-R1-Z1-R1-06-005,Server 5 in RACK-R1-Z1-R1-06,,Electrical System / Utility Feed 01 / Switch Gear 01 / UPS 01 / Room PDU for ROOM-1-1 / RPP 2 for ROOM-1-1 / Rack PDU for RACK-R1-Z1-R1-06 / Rack PDU Outlet 5 for RACK-R1-Z1-R1-06 / Device PSU for SRV-R1-Z1-R1-06-005,Server
SRV-R1-Z1-R1-06-006,Server 6 in RACK-R1-Z1-R1-06,,Electrical System / Utility Feed 01 / Switch Gear 01 / UPS 01 / Room PDU for ROOM-1-1 / RPP 2 for ROOM-1-1 / Rack PDU for RACK-R1-Z1-R1-06 / Rack PDU Outlet 6 for RACK-R1-Z1-R1-06 / Device PSU for SRV-R1-Z1-R1-06-006,Server
SRV-R1-Z1-R1-06-007,Server 7 in RACK-R1-Z1-R1-06,,Electrical System / Utility Feed 01 / Switch Gear 01 / UPS 01 / Room PDU for ROOM-1-1 / RPP 2 for ROOM-1-1 / Rack PDU for RACK-R1-Z1-R1-06 / Rack PDU Outlet 7 for RACK-R1-Z1-R1-06 / Device PSU for SRV-R1-Z1-R1-06-007,Server
SRV-R1-Z1-R1-06-008,Server 8 in RACK-R1-Z1-R1-06,,Electrical System / Utility Feed 01 / Switch Gear 01 / UPS 01 / Room PDU for ROOM-1-1 / RPP 2 for ROOM-1-1 / Rack PDU for RACK-R1-Z1-R1-06 / Rack PDU Outlet 8 for RACK-R1-Z1-R1-06 / Device PSU for SRV-R1-Z1-R1-06-008,Server
SRV-R1-Z1-R2-01-001,Server 1 in RACK-R1-Z1-R2-01,,Electrical System / Utility Feed 01 / Switch Gear 01 / UPS 01 / Room PDU for ROOM-1-2 / RPP 1 for ROOM-1-2 / Rack PDU for RACK-R1-Z1-R2-01 / Rack PDU Outlet 1 for RACK-R1-Z1-R2-01 / Device PSU for SRV-R1-Z1-R2-01-001,Server
SRV-R1-Z1-R2-01-002,Server 2 in RACK-R1-Z1-R2-01,,Electrical System / Utility Feed 01 / Switch Gear 01 / UPS 01 / Room PDU for ROOM-1-2 / RPP 1 for ROOM-1-2 / Rack PDU for RACK-R1-Z1-R2-01 / Rack PDU Outlet 2 for RACK-R1-Z1-R2-01 / Device PSU for SRV-R1-Z1-R2-01-002,Server
SRV-R1-Z1-R2-01-003,Server 3 in RACK-R1-Z1-R2-01,,Electrical System / Utility Feed 01 / Switch Gear 01 / UPS 01 / Room PDU for ROOM-1-2 / RPP 1 for ROOM-1-2 / Rack PDU for RACK-R1-Z1-R2-01 / Rack PDU Outlet 3 for RACK-R1-Z1-R2-01 / Device PSU for SRV-R1-Z1-R2-01-003,Server
SRV-R1-Z1-R2-01-004,Server 4 in RACK-R1-Z1-R2-01,,Electrical System / Utility Feed 01 / Switch Gear 01 / UPS 01 / Room PDU for ROOM-1-2 / RPP 1 for ROOM-1-2 / Rack PDU for RACK-R1-Z1-R2-01 / Rack PDU Outlet 4 for RACK-R1-Z1-R2-01 / Device PSU for SRV-R1-Z1-R2-01-004,Server
SRV-R1-Z1-R2-01-005,Server 5 in RACK-R1-Z1-R2-01,,Electrical System / Utility Feed 01 / Switch Gear 01 / UPS 01 / Room PDU for ROOM-1-2 / RPP 1 for ROOM-1-2 / Rack PDU for RACK-R1-Z1-R2-01 / Rack PDU Outlet 5 for RACK-R1-Z1-R2-01 / Device PSU for SRV-R1-Z1-R2-01-005,Server
SRV-R1-Z1-R2-01-006,Server 6 in RACK-R1-Z1-R2-01,,Electrical System / Utility Feed 01 / Switch Gear 01 / UPS 01 / Room PDU for ROOM-1-2 / RPP 1 for ROOM-1-2 / Rack PDU for RACK-R1-Z1-R2-01 / Rack PDU Outlet 6 for RACK-R1-Z1-R2-01 / Device PSU for SRV-R1-Z1-R2-01-006,Server
SRV-R1-Z1-R2-01-007,Server 7 in RACK-R1-Z1-R2-01,,Electrical System / Utility Feed 01 / Switch Gear 01 / UPS 01 / Room PDU for ROOM-1-2 / RPP 1 for ROOM-1-2 / Rack PDU for RACK-R1-Z1-R2-01 / Rack PDU Outlet 7 for RACK-R1-Z1-R2-01 / Device PSU for SRV-R1-Z1-R2-01-007,Server
SRV-R1-Z1-R2-01-008,Server 8 in RACK-R1-Z1-R2-01,,Electrical System / Utility Feed 01 / Switch Gear 01 / UPS 01 / Room PDU for ROOM-1-2 / RPP 1 for ROOM-1-2 / Rack PDU for RACK-R1-Z1-R2-01 / Rack PDU Outlet 8 for RACK-R1-Z1-R2-01 / Device PSU for SRV-R1-Z1-R2-01-008,Server
SRV-R1-Z1-R2-02-001,Server 1 in RACK-R1-Z1-R2-02,,Electrical System / Utility Feed 01 / Switch Gear 01 / UPS 01 / Room PDU for ROOM-1-2 / RPP 2 for ROOM-1-2 / Rack PDU for RACK-R1-Z1-R2-02 / Rack PDU Outlet 1 for RACK-R1-Z1-R2-02 / Device PSU for SRV-R1-Z1-R2-02-001,Server
SRV-R1-Z1-R2-02-002,Server 2 in RACK-R1-Z1-R2-02,,Electrical System / Utility Feed 01 / Switch Gear 01 / UPS 01 / Room PDU for ROOM-1-2 / RPP 2 for ROOM-1-2 / Rack PDU for RACK-R1-Z1-R2-02 / Rack PDU Outlet 2 for RACK-R1-Z1-R2-02 / Device PSU for SRV-R1-Z1-R2-02-002,Server
SRV-R1-Z1-R2-02-003,Server 3 in RACK-R1-Z1-R2-02,,Electrical System / Utility Feed 01 / Switch Gear 01 / UPS 01 / Room PDU for ROOM-1-2 / RPP 2 for ROOM-1-2 / Rack PDU for RACK-R1-Z1-R2-02 / Rack PDU Outlet 3 for RACK-R1-Z1-R2-02 / Device PSU for SRV-R1-Z1-R2-02-003,Server
SRV-R1-Z1-R2-02-004,Server 4 in RACK-R1-Z1-R2-02,,Electrical System / Utility Feed 01 / Switch Gear 01 / UPS 01 / Room PDU for ROOM-1-2 / RPP 2 for ROOM-1-2 / Rack PDU for RACK-R1-Z1-R2-02 / Rack PDU Outlet 4 for RACK-R1-Z1-R2-02 / Device PSU for SRV-R1-Z1-R2-02-004,Server
SRV-R1-Z1-R2-02-005,Server 5 in RACK-R1-Z1-R2-02,,Electrical System / Utility Feed 01 / Switch Gear 01 / UPS 01 / Room PDU for ROOM-1-2 / RPP 2 for ROOM-1-2 / Rack PDU for RACK-R1-Z1-R2-02 / Rack PDU Outlet 5 for RACK-R1-Z1-R2-02 / Device PSU for SRV-R1-Z1-R2-02-005,Server
SRV-R1-Z1-R2-02-006,Server 6 in RACK-R1-Z1-R2-02,,Electrical System / Utility Feed 01 / Switch Gear 01 / UPS 01 / Room PDU for ROOM-1-2 / RPP 2 for ROOM-1-2 / Rack PDU for RACK-R1-Z1-R2-02 / Rack PDU Outlet 6 for RACK-R1-Z1-R2-02 / Device PSU for SRV-R1-Z1-R2-02-006,Server
SRV-R1-Z1-R2-02-007,Server 7 in RACK-R1-Z1-R2-02,,Electrical System / Utility Feed 01 / Switch Gear 01 / UPS 01 / Room PDU for ROOM-1-2 / RPP 2 for ROOM-1-2 / Rack PDU for RACK-R1-Z1-R2-02 / Rack PDU Outlet 7 for RACK-R1-Z1-R2-02 / Device PSU for SRV-R1-Z1-R2-02-007,Server
SRV-R1-Z1-R2-02-008,Server 8 in RACK-R1-Z1-R2-02,,Electrical System / Utility Feed 01 / Switch Gear 01 / UPS 01 / Room PDU for ROOM-1-2 / RPP 2 for ROOM-1-2 / Rack PDU for RACK-R1-Z1-R2-02 / Rack PDU Outlet 8 for RACK-R1-Z1-R2-02 / Device PSU for SRV-R1-Z1-R2-02-008,Server
SRV-R1-Z1-R2-03-001,Server 1 in RACK-R1-Z1-R2-03,,Electrical System / Utility Feed 01 / Switch Gear 01 / UPS 01 / Room PDU for ROOM-1-1 / RPP 1 for ROOM-1-1 / Rack PDU for RACK-R1-Z1-R2-03 / Rack PDU Outlet 1 for RACK-R1-Z1-R2-03 / Device PSU for SRV-R1-Z1-R2-03-001,Server
SRV-R1-Z1-R2-03-002,Server 2 in RACK-R1-Z1-R2-03,,Electrical System / Utility Feed 01 / Switch Gear 01 / UPS 01 / Room PDU for ROOM-1-1 / RPP 1 for ROOM-1-1 / Rack PDU for RACK-R1-Z1-R2-03 / Rack PDU Outlet 2 for RACK-R1-Z1-R2-03 / Device PSU for SRV-R1-Z1-R2-03-002,Server
SRV-R1-Z1-R2-03-003,Server 3 in RACK-R1-Z1-R2-03,,Electrical System / Utility Feed 01 / Switch Gear 01 / UPS 01 / Room PDU for ROOM-1-1 / RPP 1 for ROOM-1-1 / Rack PDU for RACK-R1-Z1-R2-03 / Rack PDU Outlet 3 for RACK-R1-Z1-R2-03 / Device PSU for SRV-R1-Z1-R2-03-003,Server
SRV-R1-Z1-R2-03-004,Server 4 in RACK-R1-Z1-R2-03,,Electrical System / Utility Feed 01 / Switch Gear 01 / UPS 01 / Room PDU for ROOM-1-1 / RPP 1 for ROOM-1-1 / Rack PDU for RACK-R1-Z1-R2-03 / Rack PDU Outlet 4 for RACK-R1-Z1-R2-03 / Device PSU for SRV-R1-Z1-R2-03-004,Server
SRV-R1-Z1-R2-03-005,Server 5 in RACK-R1-Z1-R2-03,,Electrical System / Utility Feed 01 / Switch Gear 01 / UPS 01 / Room PDU for ROOM-1-1 / RPP 1 for ROOM-1-1 / Rack PDU for RACK-R1-Z1-R2-03 / Rack PDU Outlet 5 for RACK-R1-Z1-R2-03 / Device PSU for SRV-R1-Z1-R2-03-005,Server
SRV-R1-Z1-R2-03-006,Server 6 in RACK-R1-Z1-R2-03,,Electrical System / Utility Feed 01 / Switch Gear 01 / UPS 01 / Room PDU for ROOM-1-1 / RPP 1 for ROOM-1-1 / Rack PDU for RACK-R1-Z1-R2-03 / Rack PDU Outlet 6 for RACK-R1-Z1-R2-03 / Device PSU for SRV-R1-Z1-R2-03-006,Server
SRV-R1-Z1-R2-03-007,Server 7 in RACK-R1-Z1-R2-03,,Electrical System / Utility Feed 01 / Switch Gear 01 / UPS 01 / Room PDU for ROOM-1-1 / RPP 1 for ROOM-1-1 / Rack PDU for RACK-R1-Z1-R2-03 / Rack PDU Outlet 7 for RACK-R1-Z1-R2-03 / Device PSU for SRV-R1-Z1-R2-03-007,Server
SRV-R1-Z1-R2-03-008,Server 8 in RACK-R1-Z1-R2-03,,Electrical System / Utility Feed 01 / Switch Gear 01 / UPS 01 / Room PDU for ROOM-1-1 / RPP 1 for ROOM-1-1 / Rack PDU for RACK-R1-Z1-R2-03 / Rack PDU Outlet 8 for RACK-R1-Z1-R2-03 / Device PSU for SRV-R1-Z1-R2-03-008,Server
SRV-R1-Z1-R2-04-001,Server 1 in RACK-R1-Z1-R2-04,,Electrical System / Utility Feed 01 / Switch Gear 01 / UPS 01 / Room PDU for ROOM-1-1 / RPP 2 for ROOM-1-1 / Rack PDU for RACK-R1-Z1-R2-04 / Rack PDU Outlet 1 for RACK-R1-Z1-R2-04 / Device PSU for SRV-R1-Z1-R2-04-001,Server
