node_id,node_type,name,Rack_Circuit_Capacity_(design),Rack_Circuit_Capacity_(rated),Rack_LiquidCool_Fraction,Rack_AirCool_Fraction,RDHx_MaxHeat_Removal,DTC_MaxCool_Capacity,RPP_Panel_Capacity_(design),RPP_BreakerPole_Capacity,Rack_Count,LL_Cooling_Capacity,Loop_Supply_Setpoint,Loop_DeltaT_(design),LL.Maximum_Flow_Rate,AirZone_Cooling_Capacity,Rack_DeltaT_(design),Maximum_Air_Flow,Rated_Cooling_Capacity,ColdAisle_Supply_Temp,Rack_Inlet_Setpoint,RPDU_Operational_Cap,RPDU_Design_Capacity,RPDU_Transformer_Rating,UPS_Operational_Cap,UPS_Design_Capacity,UPS_Rated_Capacity,Capacity_Envelope,Pump_Capacity
CRAH-AZ-R3-W2-03,Air Cooling Unit,CRAH-AZ-R3-W2-03,,,,,,,,,,,,,,,,6.944444444,100,,,,,,,,,,
CRAH-AZ-R4-01,Air Cooling Unit,CRAH-AZ-R4-01,,,,,,,,,,,,,,,,6.944444444,100,,,,,,,,,,
CRAH-AZ-R4-02,Air Cooling Unit,CRAH-AZ-R4-02,,,,,,,,,,,,,,,,6.944444444,100,,,,,,,,,,
CRAH-AZ-R4-03,Air Cooling Unit,CRAH-AZ-R4-03,,,,,,,,,,,,,,,,6.944444444,100,,,,,,,,,,
CRAH-AZ-R5-W-01,Air Cooling Unit,CRAH-AZ-R5-W-01,,,,,,,,,,,,,,,,6.944444444,100,,,,,,,,,,
CRAH-AZ-R5-W-02,Air Cooling Unit,CRAH-AZ-R5-W-02,,,,,,,,,,,,,,,,6.944444444,100,,,,,,,,,,
CRAH-AZ-R5-W-03,Air Cooling Unit,CRAH-AZ-R5-W-03,,,,,,,,,,,,,,,,6.944444444,100,,,,,,,,,,
CRAH-AZ-R5-W-04,Air Cooling Unit,CRAH-AZ-R5-W-04,,,,,,,,,,,,,,,,6.944444444,100,,,,,,,,,,
CRAH-AZ-R5-E-05,Air Cooling Unit,CRAH-AZ-R5-E-05,,,,,,,,,,,,,,,,6.944444444,100,,,,,,,,,,
CRAH-AZ-R5-E-06,Air Cooling Unit,CRAH-AZ-R5-E-06,,,,,,,,,,,,,,,,6.944444444,100,,,,,,,,,,
CRAH-AZ-R5-E-07,Air Cooling Unit,CRAH-AZ-R5-E-07,,,,,,,,,,,,,,,,6.944444444,100,,,,,,,,,,
CRAH-AZ-R5-E-08,Air Cooling Unit,CRAH-AZ-R5-E-08,,,,,,,,,,,,,,,,6.944444444,100,,,,,,,,,,
AIRZONE-R1,Air Zone,Air Zone for ROOM-1-1,,,,,,,,,,,,,,270,12,18.75,,24,27,,,,,,,,
AIRZONE-R2,Air Zone,Air Zone for ROOM-1-2,,,,,,,,,,,,,,270,12,18.75,,24,27,,,,,,,,
AIRZONE-R3-E1,Air Zone,AIRZONE-R3-E1,,,,,,,,,,,,,,240,12,16.66666667,,24,27,,,,,,,,
AIRZONE-R3-E2,Air Zone,AIRZONE-R3-E2,,,,,,,,,,,,,,180,12,12.5,,24,27,,,,,,,,
AIRZONE-R3-W1,Air Zone,AIRZONE-R3-W1,,,,,,,,,,,,,,240,12,16.66666667,,24,27,,,,,,,,
AIRZONE-R3-W2,Air Zone,AIRZONE-R3-W2,,,,,,,,,,,,,,180,12,12.5,,24,27,,,,,,,,
AIRZONE-R4,Air Zone,AIRZONE-R4,,,,,,,,,,,,,,180,12,12.5,,24,27,,,,,,,,
AIRZONE-R5-W,Air Zone,AIRZONE-R5-W,,,,,,,,,,,,,,270,12,18.75,,24,27,,,,,,,,
AIRZONE-R5-E,Air Zone,AIRZONE-R5-E,,,,,,,,,,,,,,270,12,18.75,,24,27,,,,,,,,
CC-R1R2,Capacity Cell,Capacity Cell R1R2,,,,,,,,,,,,,,,,,,,,,,,,,,920,
CC-R3,Capacity Cell,Capacity Cell R3,,,,,,,,,,,,,,,,,,,,,,,,,,3680,
CC-R4,Capacity Cell,Capacity Cell R4,,,,,,,,,,,,,,,,,,,,,,,,,,680,
CC-R5E,Capacity Cell,Capacity Cell R5E,,,,,,,,,,,,,,,,,,,,,,,,,,1770,
CC-R5W,Capacity Cell,Capacity Cell R5W,,,,,,,,,,,,,,,,,,,,,,,,,,1770,
CDU-R1,CDU,CDU for ROOM-1-1,,,,,,,,,,,,,,,,,250,,,,,,,,,,6
CDU-R2,CDU,CDU for ROOM-1-2,,,,,,,,,,,,,,,,,250,,,,,,,,,,6
CDU-R3-E,CDU,CDU-R3-E,,,,,,,,,,,,,,,,,2200,,,,,,,,,,52
CDU-R3-W,CDU,CDU-R3-W,,,,,,,,,,,,,,,,,1200,,,,,,,,,,29
CDU-R4,CDU,CDU-R4,,,,,,,,,,,,,,,,,600,,,,,,,,,,14
CDU-R5-W,CDU,CDU-R5-W,,,,,,,,,,,,,,,,,1800,,,,,,,,,,43
CDU-R5-E,CDU,CDU-R5-E,,,,,,,,,,,,,,,,,1800,,,,,,,,,,43
DTC-RACK-R2-Z1-R1-01,DTC,DTC for RACK-R2-Z1-R1-01,,,,,,8.333333333,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R2-Z1-R1-02,DTC,DTC for RACK-R2-Z1-R1-02,,,,,,8.333333333,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R2-Z1-R1-03,DTC,DTC for RACK-R2-Z1-R1-03,,,,,,8.333333333,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R2-Z1-R1-04,DTC,DTC for RACK-R2-Z1-R1-04,,,,,,8.333333333,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R2-Z1-R1-05,DTC,DTC for RACK-R2-Z1-R1-05,,,,,,8.333333333,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R2-Z1-R1-06,DTC,DTC for RACK-R2-Z1-R1-06,,,,,,8.333333333,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R2-Z1-R2-01,DTC,DTC for RACK-R2-Z1-R2-01,,,,,,8.333333333,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R2-Z1-R2-02,DTC,DTC for RACK-R2-Z1-R2-02,,,,,,8.333333333,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R2-Z1-R2-03,DTC,DTC for RACK-R2-Z1-R2-03,,,,,,8.333333333,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R2-Z1-R2-04,DTC,DTC for RACK-R2-Z1-R2-04,,,,,,8.333333333,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R2-Z1-R2-05,DTC,DTC for RACK-R2-Z1-R2-05,,,,,,8.333333333,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R2-Z1-R2-06,DTC,DTC for RACK-R2-Z1-R2-06,,,,,,8.333333333,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R2-Z2-R1-01,DTC,DTC for RACK-R2-Z2-R1-01,,,,,,8.333333333,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R2-Z2-R1-02,DTC,DTC for RACK-R2-Z2-R1-02,,,,,,8.333333333,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R2-Z2-R1-03,DTC,DTC for RACK-R2-Z2-R1-03,,,,,,8.333333333,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R2-Z2-R1-04,DTC,DTC for RACK-R2-Z2-R1-04,,,,,,8.333333333,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R2-Z2-R1-05,DTC,DTC for RACK-R2-Z2-R1-05,,,,,,8.333333333,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R2-Z2-R1-06,DTC,DTC for RACK-R2-Z2-R1-06,,,,,,8.333333333,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R2-Z2-R2-01,DTC,DTC for RACK-R2-Z2-R2-01,,,,,,8.333333333,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R2-Z2-R2-02,DTC,DTC for RACK-R2-Z2-R2-02,,,,,,8.333333333,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R2-Z2-R2-03,DTC,DTC for RACK-R2-Z2-R2-03,,,,,,8.333333333,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R2-Z2-R2-04,DTC,DTC for RACK-R2-Z2-R2-04,,,,,,8.333333333,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R2-Z2-R2-05,DTC,DTC for RACK-R2-Z2-R2-05,,,,,,8.333333333,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R2-Z2-R2-06,DTC,DTC for RACK-R2-Z2-R2-06,,,,,,8.333333333,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z1W-R1-01,DTC,DTC-RACK-R3-Z1W-R1-01,,,,,,25,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z1W-R1-02,DTC,DTC-RACK-R3-Z1W-R1-02,,,,,,25,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z1W-R1-03,DTC,DTC-RACK-R3-Z1W-R1-03,,,,,,25,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z1W-R1-04,DTC,DTC-RACK-R3-Z1W-R1-04,,,,,,25,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z1W-R1-05,DTC,DTC-RACK-R3-Z1W-R1-05,,,,,,25,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z1W-R1-06,DTC,DTC-RACK-R3-Z1W-R1-06,,,,,,25,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z1W-R1-07,DTC,DTC-RACK-R3-Z1W-R1-07,,,,,,25,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z1W-R1-08,DTC,DTC-RACK-R3-Z1W-R1-08,,,,,,25,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z1W-R1-09,DTC,DTC-RACK-R3-Z1W-R1-09,,,,,,25,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z1W-R1-10,DTC,DTC-RACK-R3-Z1W-R1-10,,,,,,25,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z1W-R1-11,DTC,DTC-RACK-R3-Z1W-R1-11,,,,,,25,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z1W-R1-12,DTC,DTC-RACK-R3-Z1W-R1-12,,,,,,25,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z1W-R2-01,DTC,DTC-RACK-R3-Z1W-R2-01,,,,,,25,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z1W-R2-02,DTC,DTC-RACK-R3-Z1W-R2-02,,,,,,25,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z1W-R2-03,DTC,DTC-RACK-R3-Z1W-R2-03,,,,,,25,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z1W-R2-04,DTC,DTC-RACK-R3-Z1W-R2-04,,,,,,25,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z1W-R2-05,DTC,DTC-RACK-R3-Z1W-R2-05,,,,,,25,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z1W-R2-06,DTC,DTC-RACK-R3-Z1W-R2-06,,,,,,25,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z1W-R2-07,DTC,DTC-RACK-R3-Z1W-R2-07,,,,,,25,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z1W-R2-08,DTC,DTC-RACK-R3-Z1W-R2-08,,,,,,25,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z1W-R2-09,DTC,DTC-RACK-R3-Z1W-R2-09,,,,,,25,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z1W-R2-10,DTC,DTC-RACK-R3-Z1W-R2-10,,,,,,25,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z1W-R2-11,DTC,DTC-RACK-R3-Z1W-R2-11,,,,,,25,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z1W-R2-12,DTC,DTC-RACK-R3-Z1W-R2-12,,,,,,25,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z2W-R1-01,DTC,DTC-RACK-R3-Z2W-R1-01,,,,,,25,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z2W-R1-02,DTC,DTC-RACK-R3-Z2W-R1-02,,,,,,25,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z2W-R1-03,DTC,DTC-RACK-R3-Z2W-R1-03,,,,,,25,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z2W-R1-04,DTC,DTC-RACK-R3-Z2W-R1-04,,,,,,25,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z2W-R1-05,DTC,DTC-RACK-R3-Z2W-R1-05,,,,,,25,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z2W-R1-06,DTC,DTC-RACK-R3-Z2W-R1-06,,,,,,25,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z2W-R1-07,DTC,DTC-RACK-R3-Z2W-R1-07,,,,,,25,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z2W-R1-08,DTC,DTC-RACK-R3-Z2W-R1-08,,,,,,25,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z2W-R1-09,DTC,DTC-RACK-R3-Z2W-R1-09,,,,,,25,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z2W-R1-10,DTC,DTC-RACK-R3-Z2W-R1-10,,,,,,25,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z2W-R1-11,DTC,DTC-RACK-R3-Z2W-R1-11,,,,,,25,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z2W-R1-12,DTC,DTC-RACK-R3-Z2W-R1-12,,,,,,25,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z2W-R2-01,DTC,DTC-RACK-R3-Z2W-R2-01,,,,,,25,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z2W-R2-02,DTC,DTC-RACK-R3-Z2W-R2-02,,,,,,25,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z2W-R2-03,DTC,DTC-RACK-R3-Z2W-R2-03,,,,,,25,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z2W-R2-04,DTC,DTC-RACK-R3-Z2W-R2-04,,,,,,25,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z2W-R2-05,DTC,DTC-RACK-R3-Z2W-R2-05,,,,,,25,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z2W-R2-06,DTC,DTC-RACK-R3-Z2W-R2-06,,,,,,25,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z2W-R2-07,DTC,DTC-RACK-R3-Z2W-R2-07,,,,,,25,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z2W-R2-08,DTC,DTC-RACK-R3-Z2W-R2-08,,,,,,25,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z2W-R2-09,DTC,DTC-RACK-R3-Z2W-R2-09,,,,,,25,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z2W-R2-10,DTC,DTC-RACK-R3-Z2W-R2-10,,,,,,25,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z2W-R2-11,DTC,DTC-RACK-R3-Z2W-R2-11,,,,,,25,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z2W-R2-12,DTC,DTC-RACK-R3-Z2W-R2-12,,,,,,25,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z3W-R1-01,DTC,DTC-RACK-R3-Z3W-R1-01,,,,,,25,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z3W-R1-02,DTC,DTC-RACK-R3-Z3W-R1-02,,,,,,25,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z3W-R1-03,DTC,DTC-RACK-R3-Z3W-R1-03,,,,,,25,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z3W-R1-04,DTC,DTC-RACK-R3-Z3W-R1-04,,,,,,25,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z3W-R1-05,DTC,DTC-RACK-R3-Z3W-R1-05,,,,,,25,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z3W-R1-06,DTC,DTC-RACK-R3-Z3W-R1-06,,,,,,25,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z3W-R1-07,DTC,DTC-RACK-R3-Z3W-R1-07,,,,,,25,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z3W-R1-08,DTC,DTC-RACK-R3-Z3W-R1-08,,,,,,25,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z3W-R1-09,DTC,DTC-RACK-R3-Z3W-R1-09,,,,,,25,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z3W-R1-10,DTC,DTC-RACK-R3-Z3W-R1-10,,,,,,25,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z3W-R1-11,DTC,DTC-RACK-R3-Z3W-R1-11,,,,,,25,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z3W-R1-12,DTC,DTC-RACK-R3-Z3W-R1-12,,,,,,25,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z3W-R2-01,DTC,DTC-RACK-R3-Z3W-R2-01,,,,,,25,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z3W-R2-02,DTC,DTC-RACK-R3-Z3W-R2-02,,,,,,25,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z3W-R2-03,DTC,DTC-RACK-R3-Z3W-R2-03,,,,,,25,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z3W-R2-04,DTC,DTC-RACK-R3-Z3W-R2-04,,,,,,25,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z3W-R2-05,DTC,DTC-RACK-R3-Z3W-R2-05,,,,,,25,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z3W-R2-06,DTC,DTC-RACK-R3-Z3W-R2-06,,,,,,25,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z3W-R2-07,DTC,DTC-RACK-R3-Z3W-R2-07,,,,,,25,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z3W-R2-08,DTC,DTC-RACK-R3-Z3W-R2-08,,,,,,25,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z3W-R2-09,DTC,DTC-RACK-R3-Z3W-R2-09,,,,,,25,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z3W-R2-10,DTC,DTC-RACK-R3-Z3W-R2-10,,,,,,25,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z3W-R2-11,DTC,DTC-RACK-R3-Z3W-R2-11,,,,,,25,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z3W-R2-12,DTC,DTC-RACK-R3-Z3W-R2-12,,,,,,25,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z4E-R1-01,DTC,DTC-RACK-R3-Z4E-R1-01,,,,,,42.5,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z4E-R1-02,DTC,DTC-RACK-R3-Z4E-R1-02,,,,,,42.5,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z4E-R1-03,DTC,DTC-RACK-R3-Z4E-R1-03,,,,,,42.5,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z4E-R1-04,DTC,DTC-RACK-R3-Z4E-R1-04,,,,,,42.5,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z4E-R1-05,DTC,DTC-RACK-R3-Z4E-R1-05,,,,,,42.5,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z4E-R1-06,DTC,DTC-RACK-R3-Z4E-R1-06,,,,,,42.5,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z4E-R1-07,DTC,DTC-RACK-R3-Z4E-R1-07,,,,,,42.5,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z4E-R1-08,DTC,DTC-RACK-R3-Z4E-R1-08,,,,,,42.5,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z4E-R1-09,DTC,DTC-RACK-R3-Z4E-R1-09,,,,,,42.5,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z4E-R1-10,DTC,DTC-RACK-R3-Z4E-R1-10,,,,,,42.5,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z4E-R1-11,DTC,DTC-RACK-R3-Z4E-R1-11,,,,,,42.5,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z4E-R1-12,DTC,DTC-RACK-R3-Z4E-R1-12,,,,,,42.5,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z4E-R2-01,DTC,DTC-RACK-R3-Z4E-R2-01,,,,,,42.5,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z4E-R2-02,DTC,DTC-RACK-R3-Z4E-R2-02,,,,,,42.5,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z4E-R2-03,DTC,DTC-RACK-R3-Z4E-R2-03,,,,,,42.5,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z4E-R2-04,DTC,DTC-RACK-R3-Z4E-R2-04,,,,,,42.5,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z4E-R2-05,DTC,DTC-RACK-R3-Z4E-R2-05,,,,,,42.5,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z4E-R2-06,DTC,DTC-RACK-R3-Z4E-R2-06,,,,,,42.5,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z4E-R2-07,DTC,DTC-RACK-R3-Z4E-R2-07,,,,,,42.5,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z4E-R2-08,DTC,DTC-RACK-R3-Z4E-R2-08,,,,,,42.5,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z4E-R2-09,DTC,DTC-RACK-R3-Z4E-R2-09,,,,,,42.5,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z4E-R2-10,DTC,DTC-RACK-R3-Z4E-R2-10,,,,,,42.5,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z4E-R2-11,DTC,DTC-RACK-R3-Z4E-R2-11,,,,,,42.5,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z4E-R2-12,DTC,DTC-RACK-R3-Z4E-R2-12,,,,,,42.5,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z5E-R1-01,DTC,DTC-RACK-R3-Z5E-R1-01,,,,,,42.5,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z5E-R1-02,DTC,DTC-RACK-R3-Z5E-R1-02,,,,,,42.5,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z5E-R1-03,DTC,DTC-RACK-R3-Z5E-R1-03,,,,,,42.5,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z5E-R1-04,DTC,DTC-RACK-R3-Z5E-R1-04,,,,,,42.5,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z5E-R1-05,DTC,DTC-RACK-R3-Z5E-R1-05,,,,,,42.5,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z5E-R1-06,DTC,DTC-RACK-R3-Z5E-R1-06,,,,,,42.5,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z5E-R1-07,DTC,DTC-RACK-R3-Z5E-R1-07,,,,,,42.5,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z5E-R1-08,DTC,DTC-RACK-R3-Z5E-R1-08,,,,,,42.5,,,,,,,,,,,,,,,,,,,,,
DTC-RACK-R3-Z5E-R1-09,DTC,DTC-RACK-R3-Z5E-R1-09,,,,,,42.5,,,,,,,,,,,,,,,,,,,,,
